Komunikat|ID|Kraj|Kod|Miejscowość|Ulica|Nr domu|Nr mieszkania|Województwo|Powiat|Gmina
Nie znaleziono kodu pocztowego dla podanych parametrów/Miasto: Mikołów,Ulica: Sikorek,Wszystkie kody mają przypisaną ulicę|A1940670|PL|43-190|Mikołów|Sikorek|10||ŚLĄSKIE|MIKOŁOWSKI|MIKOŁÓW
Nie znaleziono kodu pocztowego dla podanych parametrów/Miasto: Katowice,Ulica: Sówki,Wszystkie kody mają przypisaną ulicę|A1940960|PL|40-057|Katowice|ul. Skłodowskiej-Curie|44|14|||
Nie znaleziono kodu pocztowego dla podanych parametrów/Miasto: Tomaszów Lubelski (ID=166489),Ulica: Majdańska (ID=657119),Numer budynku: 5,Liczba znalezionych kodów: 0|A1941349|PL|22-600|Tomaszów Lubelski|ul. Majdanek|5||||
Nie znaleziono kodu pocztowego dla podanych parametrów/Miasto: Tarnów,Ulica: Osiedle,Wszystkie kody mają przypisaną ulicę|A1941517|PL|33-100|Tarnów|ul. Osiedle|30||||
Nie znaleziono kodu pocztowego dla podanych parametrów/Miasto: Gliwice,Ulica: Elsnera,Wszystkie kody mają przypisaną ulicę|A1941643|PL|44-105|Gliwice|ul.Elsnera|40||||
Nie znaleziono kodu pocztowego dla podanych parametrów/Miasto: Szyce,Ulica: Wesoła,Wszystkie kody mają przypisaną ulicę|A1942253|PL|32-085|SZYCE|ul. Wesoła|48||MAŁOPOLSKIE||
Nie znaleziono kodu pocztowego dla podanych parametrów/Miasto: Szyce,Ulica: Krajobrazowa,Wszystkie kody mają przypisaną ulicę|A1942409|PL|32-085|SZYCE|KRAJOBRAZOWA|5||||
Nie znaleziono kodu pocztowego dla podanych parametrów/Miasto: Kraków,Ulica: Polonijna,Wszystkie kody mają przypisaną ulicę|A1943252|PL|30-668|KRAKÓW|POLONIJNA|7|202|MAŁOPOLSKIE|KRAKÓW|KRAKÓW
Nie znaleziono kodu pocztowego dla podanych parametrów/Miasto: Kraków,Ulica: Polonijna,Wszystkie kody mają przypisaną ulicę|A1944927|PL|30-668|KRAKÓW|POLONIJNA|21|28|MAŁOPOLSKIE|KRAKÓW|KRAKÓW-PODGÓRZE
Nie znaleziono kodu pocztowego dla podanych parametrów/Miasto: Pękowice (ID=193168),Ulica: Jurajska (ID=631937),Numer budynku: 50b,Liczba znalezionych kodów: 0|A1944945|PL|32-087|PĘKOWICE|Jurajskie|50b||||
Nie znaleziono kodu pocztowego dla podanych parametrów/Miasto: Gliwice,Ulica: Piłsudskiego,Wszystkie kody mają przypisaną ulicę|A1946611|PL|44-100|GLIWICE|Pl. Piłsudskiego|6|3|||
Nie znaleziono kodu pocztowego dla podanych parametrów/Miasto: Tarnów,Ulica: Technologiczna,Wszystkie kody mają przypisaną ulicę|A1946716|PL|33-100|TARNÓW|Technologiczna|14A||||
Nie znaleziono kodu pocztowego dla podanych parametrów/Miasto: Tarnów,Ulica: Rozwojowa,Wszystkie kody mają przypisaną ulicę|A1947316|PL|33-100|TARNÓW|Rozwojowa|9||||
Nie znaleziono kodu pocztowego dla podanych parametrów/Miasto: Jastrzębie-Zdrój,Ulica: Okrzei,Wszystkie kody mają przypisaną ulicę|A1949872|PL|44-337|JASTRZĘBIE-ZDRÓJ|ul. Okrzei|12D||ŚLĄSKIE||
Nie znaleziono kodu pocztowego dla podanych parametrów/Miasto: Warszawa,Ulica: Czackiego,Wszystkie kody mają przypisaną ulicę|A1952519|PL|00-043|WARSZAWA|Czackiego|3|5|||
Nie znaleziono kodu pocztowego dla podanych parametrów/Miasto: Piaseczno,Ulica: Kineskopowa,Wszystkie kody mają przypisaną ulicę|A1953571|PL|05-500|PIASECZNO|Kineskopowa|1||||
Nie znaleziono kodu pocztowego dla podanych parametrów/Miasto: Żary (ID=172468),Ulica: Wyszyńskiego (ID=871897),Numer budynku: 4,Liczba znalezionych kodów: 0|A1954117|PL|68-200|ŻARY|Pl.Kard.St.Wyszyńskeigo|4||||
Nie znaleziono kodu pocztowego dla podanych parametrów/Miasto: Łomianki Dolne,Ulica: Lutosławskiego,Wszystkie kody mają przypisaną ulicę|A1956099|PL|05-092|ŁOMIANKI DOLNE|Lutosławskiego|7||||
Nie znaleziono kodu pocztowego dla podanych parametrów/Miasto: Łódź,Ulica: Wyszyńskiego,Wszystkie kody mają przypisaną ulicę|A1958269|PL|94-047|ŁÓDŹ|Wyszyńskiego|38||||
Nie znaleziono kodu pocztowego dla podanych parametrów/Miasto: Zabierzów,Ulica: Śliczna,Wszystkie kody mają przypisaną ulicę|A1959463|PL|32-080|ZABIERZÓW|ul. Śliczna|29||MAŁOPOLSKIE||
Nie znaleziono kodu pocztowego dla podanych parametrów/Miasto: Cisiec (ID=229714),Ulica: Wyszyńskiego (ID=747960),Numer budynku: 218,Liczba znalezionych kodów: 0|A1960734|PL|34-350|Cisiec|ul. Prymasa Stefana Wyszyńskie|218|-|ŚLĄSKIE|ŻYWIECKI|WĘGIERSKA GÓRKA
Nie znaleziono kodu pocztowego dla podanych parametrów/Miasto: Kraków,Ulica: Polonijna,Wszystkie kody mają przypisaną ulicę|A1961284|PL|30-668|Kraków|ul. Polonijna|7|40|MAŁOPOLSKIE|KRAKÓW|KRAKÓW
Nie znaleziono kodu pocztowego dla podanych parametrów/Miasto: Kalisz (ID=249717),Ulica: Wyszyńskiego (ID=889983),Numer budynku: 26,Liczba znalezionych kodów: 0|A1961592|PL|62-800|Kalisz|ul. Prymasa Stefana Wyszyńskie|26|70|||
Nie znaleziono kodu pocztowego dla podanych parametrów/Miasto: Ostrołęka,Ulica: Borówkowa,Wszystkie kody mają przypisaną ulicę|A1962006|PL|07-401|Ostrołęka|ul. Borówkowa|9||||
Nie znaleziono kodu pocztowego dla podanych parametrów/Miasto: Kraków,Ulica: Biskupia,Wszystkie kody mają przypisaną ulicę|A1962212|PL|31-144|Kraków|ul. Biskupia|14|16|MAŁOPOLSKIE|KRAKÓW|KRAKÓW
Nie znaleziono kodu pocztowego dla podanych parametrów/Miasto: Narama (ID=184603),Ulica: Leśna (ID=882666),Numer budynku: 10,Liczba znalezionych kodów: 0|A1962512|PL|32-095|Narama|ul. Ojca Generała Stanisława T|10||||
Nie znaleziono kodu pocztowego dla podanych parametrów/Miasto: Będzin,Ulica: Zagórnego,Wszystkie kody mają przypisaną ulicę|A1965084|PL|42-506|Będzin|ul. Zagórnego|21|20|||
Nie znaleziono kodu pocztowego dla podanych parametrów/Miasto: Warszawa,Ulica: Dynasy,Wszystkie kody mają przypisaną ulicę|A1965623|PL|00-354|WARSZAWA|DYNASY|6|9|MAZOWIECKIE|WARSZAWA|WARSZAWA
Nie znaleziono kodu pocztowego dla podanych parametrów/Miasto: Tarnów,Ulica: Rozwojowa,Wszystkie kody mają przypisaną ulicę|A1965770|PL|33-100|TARNÓW|ROZWOJOWA|47A||||
Nie znaleziono kodu pocztowego dla podanych parametrów/Miasto: Ropa (ID=193245),Numer budynku: 10,Liczba znalezionych kodów: 0|A1966297|PL|38-312|ROPA||10|10|||
Nie znaleziono kodu pocztowego dla podanych parametrów/Miasto: Łódź,Ulica: Wyszyńskiego,Wszystkie kody mają przypisaną ulicę|A1968340|PL|94-042|ŁÓDŹ|al.ks.kard.Stefana Wyszyńskieg|7A|19|||
Nie znaleziono kodu pocztowego dla podanych parametrów/Miasto: Oława (ID=157481),Ulica: Brzozowa (ID=645004),Numer budynku: 1A,Liczba znalezionych kodów: 0|A1978627|PL|55-200|OŁAWA|Brzegowa|1A||||
Nie znaleziono kodu pocztowego dla podanych parametrów/Miasto: Warszawa,Ulica: Czackiego,Wszystkie kody mają przypisaną ulicę|A1980456|PL|00-043|WARSZAWA|Czackiego|15|17|||
Nie znaleziono kodu pocztowego dla podanych parametrów/Miasto: Rzgów (ID=179748),Ulica: Łąkowa (ID=910875),Numer budynku: 2,Liczba znalezionych kodów: 0|A1982153|PL|62-585|RZGÓW|Lipowa|2|Sławsk|||
Nie znaleziono kodu pocztowego dla podanych parametrów/Miasto: Gorzów Wielkopolski (ID=171189),Ulica: Siedzikówny - Inki (ID=914715),Numer budynku: 23A,Liczba znalezionych kodów: 0|A1982525|PL|66-400|GORZÓW WIELKOPOLSKI|Danuty Siedzikówny-Inki|23A|12|||
Nie znaleziono kodu pocztowego dla podanych parametrów/Miasto: Kraków,Ulica: Facimiech,Wszystkie kody mają przypisaną ulicę|A1982956|PL|30-667|KRAKÓW|FACIMIECH|12A|12|MAŁOPOLSKIE|KRAKÓW|KRAKÓW
Nie znaleziono kodu pocztowego dla podanych parametrów/Miasto: Ropa (ID=193245),Numer budynku: 52,Liczba znalezionych kodów: 0|A1987026|PL|38-312|Ropa||52||||
Nie znaleziono kodu pocztowego dla podanych parametrów/Miasto: Sulejówek,Ulica: Sielankowa,Wszystkie kody mają przypisaną ulicę|A1987073|PL|05-070|SULEJÓWEK|Sielankowa|9|1|MAZOWIECKIE|MIŃSKI|SULEJÓWEK
Nie znaleziono kodu pocztowego dla podanych parametrów/Miasto: Kraków,Ulica: Facimiech,Wszystkie kody mają przypisaną ulicę|A1987468|PL|30-667|Kraków|ul. Facimiech|18|36|||
Nie znaleziono kodu pocztowego dla podanych parametrów/Miasto: Sufczyn (ID=189697),Numer budynku: 498,Liczba znalezionych kodów: 0|A1988630|PL|32-852|Sufczyn||498||||
Nie znaleziono kodu pocztowego dla podanych parametrów/Miasto: Bielsko-Biała,Ulica: Bartnicza,Wszystkie kody mają przypisaną ulicę|A1990494|PL|43-300|Bielsko-Biała|ul.Bartnicza|11|25|ŚLĄSKIE|BIELSKO-BIAŁA|BIELSKO-BIAŁA
Nie znaleziono kodu pocztowego dla podanych parametrów/Miasto: Stalowa Wola (ID=215560),Ulica: Wyszyńskiego (ID=675124),Numer budynku: 19,Liczba znalezionych kodów: 0|A1990868|PL|37-450|Stalowa Wola|ul. Prymasa Stefana Wyszyńskie|19|19|||
Nie znaleziono kodu pocztowego dla podanych parametrów/Miasto: Bielsko-Biała,Ulica: Roztoki,Wszystkie kody mają przypisaną ulicę|A1990879|PL|43-316|Bielsko-Biała|ul. Roztoki|7|37|ŚLĄSKIE|BIELSKO-BIAŁA|BIELSKO-BIAŁA
Nie znaleziono kodu pocztowego dla podanych parametrów/Miasto: Ponikiew,Ulica: Wadowicka,Miejscowość nie ma kodów pocztowych|A1991719|PL|34-100|Ponikiew|Wadowicka|330||||
Nie znaleziono kodu pocztowego dla podanych parametrów/Miasto: Ponikiew,Ulica: Jodłowa,Miejscowość nie ma kodów pocztowych|A1991735|PL|34-100|Ponikiew|Jodłowa|77||||
Nie znaleziono kodu pocztowego dla podanych parametrów/Miasto: Gródek (ID=190464),Numer budynku: B/N,Liczba znalezionych kodów: 0|A1992132|PL|33-318|GRÓDEK N/DUNAJCEM|Gródek n/Dunajcem|B/N||||
Nie znaleziono kodu pocztowego dla podanych parametrów/Miasto: Olsztyn,Ulica: Rejewskiego,Wszystkie kody mają przypisaną ulicę|A1992138|PL|10-683|OLSZTYN|Rajewskiego|5||||
Nie znaleziono kodu pocztowego dla podanych parametrów/Miasto: Nowy Sącz (ID=194793),Ulica: Rozwadowskiego (ID=673653),Numer budynku: 19,Liczba znalezionych kodów: 0|A1992201|PL|33-300|NOWY SĄCZ|ul. gen. Tadeusza Rozwadowskie|19||MAŁOPOLSKIE||
Nie znaleziono kodu pocztowego dla podanych parametrów/Miasto: Oleśnica (ID=157530),Ulica: Wileńska (ID=644699),Numer budynku: 28,Liczba znalezionych kodów: 0|A1992772|PL|56-400|OLEŚNICA|Wijeska|28||||
Nie znaleziono kodu pocztowego dla podanych parametrów/Miasto: Kraków,Ulica: Na Grządkach,Wszystkie kody mają przypisaną ulicę|A1992809|PL|30-421|KRAKÓW|Na Grządkach|5|6|||
Nie znaleziono kodu pocztowego dla podanych parametrów/Miasto: Łódź,Ulica: Wyszyńskiego,Wszystkie kody mają przypisaną ulicę|A1993416|PL|94-047|ŁÓDŹ|al.Ks.Kardynała S.Wszyńskiego|43|9|||
Nie znaleziono kodu pocztowego dla podanych parametrów/Miasto: Bydgoszcz,Ulica: im. 16 Pułku Ułanów Wielkopolskich,Wszystkie kody mają przypisaną ulicę|A1993995|PL|85-319|BYDGOSZCZ|16 Pułku Ułanów Wielkopolskich|14||||
Nie znaleziono kodu pocztowego dla podanych parametrów/Miasto: Tarnów,Ulica: Rozwojowa,Wszystkie kody mają przypisaną ulicę|A1995208|PL|33-100|TARNÓW|Rozwojowa|41||||
Nie znaleziono kodu pocztowego dla podanych parametrów/Miasto: Kraków,Ulica: Polonijna,Wszystkie kody mają przypisaną ulicę|A21289673|PL|30-668|KRAKÓW|Polonijna|1||MAŁOPOLSKIE|KRAKÓW|KRAKÓW
Nie znaleziono kodu pocztowego dla podanych parametrów/Miasto: Bielsko-Biała,Ulica: Rudawka,Wszystkie kody mają przypisaną ulicę|A21372949|PL|43-300|BIELSKO-BIAŁA|Rudawka|80||||
Nie znaleziono kodu pocztowego dla podanych parametrów/Miasto: Warszawa,Ulica: Czackiego,Wszystkie kody mają przypisaną ulicę|A21631686|PL|00-043|WARSZAWA|Czckiego|3|5|||
Nie znaleziono kodu pocztowego dla podanych parametrów/Miasto: Jaworzno,Ulica: Dobrej Energii,Wszystkie kody mają przypisaną ulicę|A21869139|PL|43-603|JAWORZNO|DOBREJ ENERGII|11||||
Nie znaleziono kodu pocztowego dla podanych parametrów/Miasto: Warszawa,Ulica: Czackiego,Wszystkie kody mają przypisaną ulicę|A31429280|PL|00-043|WARSZAWA|ul.Czackiego|3|5|||
Nie znaleziono kodu pocztowego dla podanych parametrów/Miasto: Warszawa,Ulica: Jordana,Wszystkie kody mają przypisaną ulicę|A71178986|PL|00-050|WARSZAWA|Jordana|25||||
Nie znaleziono kodu pocztowego dla podanych parametrów/Miasto: Kraków,Ulica: Biskupia,Wszystkie kody mają przypisaną ulicę|AP1480775|PL|31-144|KRAKÓW|Biskupia|1||MAŁOPOLSKIE|KRAKÓW|KRAKÓW
Nie znaleziono kodu pocztowego dla podanych parametrów/Miasto: Warszawa,Ulica: Czackiego,Wszystkie kody mają przypisaną ulicę|AP1640036|PL|00-043|WARSZAWA|Czackiego|3/5|121|||
Nie znaleziono kodu pocztowego dla podanych parametrów/Miasto: Kraków,Ulica: Biskupia,Wszystkie kody mają przypisaną ulicę|AP1676491|PL|31-144|KRAKÓW|Biskupia|1||MAŁOPOLSKIE|KRAKÓW|KRAKÓW
Nie znaleziono kodu pocztowego dla podanych parametrów/Miasto: Kraków,Ulica: Polonijna,Wszystkie kody mają przypisaną ulicę|F1318300|PL|30-668|KRAKÓW|Polonijna|7|202|MAŁOPOLSKIE|KRAKÓW|KRAKÓW
Nie znaleziono kodu pocztowego dla podanych parametrów/Miasto: Szyce,Ulica: Nasza,Wszystkie kody mają przypisaną ulicę|K1460647|PL|32-085|SZYCE|Nasza|5||MAŁOPOLSKIE|KRAKOWSKI|WIELKA WIEŚ
Nie znaleziono kodu pocztowego dla podanych parametrów/Miasto: Kraków,Ulica: Polonijna,Wszystkie kody mają przypisaną ulicę|K1614835|PL|30-668|KRAKÓW|Polonijna|19|13|MAŁOPOLSKIE|KRAKÓW|KRAKÓW
Nie znaleziono kodu pocztowego dla podanych parametrów/Miasto: Kraków,Ulica: Facimiech,Wszystkie kody mają przypisaną ulicę|K1777946|PL|30-667|KRAKÓW|Facimiech|4B|19|MAŁOPOLSKIE|KRAKÓW|KRAKÓW
Nie znaleziono kodu pocztowego dla podanych parametrów/Miasto: Kraków,Ulica: Polonijna,Wszystkie kody mają przypisaną ulicę|S1436631|PL|30-668|KRAKÓW|Polonijna|11|11|MAŁOPOLSKIE|KRAKÓW|KRAKÓW
Nie znaleziono kodu pocztowego dla podanych parametrów/Miasto: Kraków,Ulica: Polonijna,Wszystkie kody mają przypisaną ulicę|S1686521|PL|30-668|KRAKÓW|Polonijna|7|99|MAŁOPOLSKIE|KRAKÓW|KRAKÓW
Nie znaleziono kodu pocztowego dla podanych parametrów/Miasto: Kraków,Ulica: Oraczy,Wszystkie kody mają przypisaną ulicę|T1185371|PL|30-065|KRAKÓW|Oraczy|5|5|MAŁOPOLSKIE|KRAKÓW|KRAKÓW
Nie znaleziono kodu pocztowego dla podanych parametrów/Miasto: Kraków,Ulica: Polonijna,Wszystkie kody mają przypisaną ulicę|T1318300|PL|30-668|KRAKÓW|ul.Polonijna|7|202|MAŁOPOLSKIE|KRAKÓW|KRAKÓW
Nie znaleziono kodu pocztowego dla podanych parametrów/Miasto: Kraków,Ulica: Facimiech,Wszystkie kody mają przypisaną ulicę|T1369355|PL|30-667|KRAKÓW|Facimiech|12A|16|MAŁOPOLSKIE|KRAKÓW|KRAKÓW
Nie znaleziono kodu pocztowego dla podanych parametrów/Miasto: Szyce,Ulica: Nasza,Wszystkie kody mają przypisaną ulicę|T1460647|PL|32-085|SZYCE|Nasza|5||MAŁOPOLSKIE|KRAKOWSKI|WIELKA WIEŚ
Nie znaleziono kodu pocztowego dla podanych parametrów/Miasto: Kraków,Ulica: Krowodrza Górka,Wszystkie kody mają przypisaną ulicę|T17064|PL||Krakow|Krowodra Górka|22|91|MAŁOPOLSKIE|KRAKÓW|KRAKÓW
Nie znaleziono kodu pocztowego dla podanych parametrów/Miasto: Kraków,Ulica: Facimiech,Wszystkie kody mają przypisaną ulicę|T1777946|PL|30-667|KRAKÓW|Facimiech|4B|19|MAŁOPOLSKIE|KRAKÓW|KRAKÓW
Nie znaleziono kodu pocztowego dla podanych parametrów/Miasto: Kraków,Ulica: Oraczy,Wszystkie kody mają przypisaną ulicę|TU1185371|PL|30-065|KRAKÓW|Oraczy|5|5|MAŁOPOLSKIE|KRAKÓW|KRAKÓW
Nie znaleziono kodu pocztowego dla podanych parametrów/Miasto: Kraków,Ulica: Sapiehy,Wszystkie kody mają przypisaną ulicę|TU1367837|PL|31-644|KRAKÓW|Sapiechy|33||MAŁOPOLSKIE|KRAKÓW|KRAKÓW
Nie znaleziono kodu pocztowego dla podanych parametrów/Miasto: Kraków,Ulica: Polonijna,Wszystkie kody mają przypisaną ulicę|TU1368464|PL|30-668|Kraków|Polonijna|7|142|MAŁOPOLSKIE|KRAKÓW|KRAKÓW
Nie znaleziono kodu pocztowego dla podanych parametrów/Miasto: Koszyce Wielkie (ID=192142),Ulica: Wąska (ID=668456),Numer budynku: 35,Liczba znalezionych kodów: 0|TU1394556|PL|33-111|KOSZYCE WIELKIE|Wolska|35||MAŁOPOLSKIE|TARNOWSKI|TARNÓW
Nie znaleziono kodu pocztowego dla podanych parametrów/Miasto: Szyce,Ulica: Nasza,Wszystkie kody mają przypisaną ulicę|TU1460647|PL|32-085|SZYCE|Nasza|5||MAŁOPOLSKIE|KRAKOWSKI|WIELKA WIEŚ
Nie znaleziono kodu pocztowego dla podanych parametrów/Miasto: Kraków,Ulica: Polonijna,Wszystkie kody mają przypisaną ulicę|TU1614835|PL|30-668|KRAKÓW|Polonijna|19|13|MAŁOPOLSKIE|KRAKÓW|KRAKÓW
Nie znaleziono kodu pocztowego dla podanych parametrów/Miasto: Kraków,Ulica: Krowodrza Górka,Wszystkie kody mają przypisaną ulicę|TU17064|PL||Krakow|Krowodra Górka|22|91|MAŁOPOLSKIE|KRAKÓW|KRAKÓW
Nie znaleziono kodu pocztowego dla podanych parametrów/Miasto: Kraków,Ulica: Sapiehy,Wszystkie kody mają przypisaną ulicę|ZA1330979|PL|31-644|KRAKÓW|Sapiechy|21||MAŁOPOLSKIE|KRAKÓW|KRAKÓW
Nie znaleziono kodu pocztowego dla podanych parametrów/Miasto: Rybnik,Ulica: Spółdzielcza,Wszystkie kody mają przypisaną ulicę|ZA1347521|PL|44-274|RYBNIK|SPÓŁDZIELCZA|14||ŚLĄSKIE|RYBNIK|RYBNIK
Nie znaleziono kodu pocztowego dla podanych parametrów/Miasto: Kraków,Ulica: Sapiehy,Wszystkie kody mają przypisaną ulicę|ZA1367837|PL|31-644|KRAKÓW|Sapiechy|33||MAŁOPOLSKIE|KRAKÓW|KRAKÓW
Nie znaleziono kodu pocztowego dla podanych parametrów/Miasto: Koszyce Wielkie (ID=192142),Ulica: Wąska (ID=668456),Numer budynku: 35,Liczba znalezionych kodów: 0|ZA1394556|PL|33-111|KOSZYCE WIELKIE|Wolska|35||MAŁOPOLSKIE|TARNOWSKI|TARNÓW
Nie znaleziono kodu pocztowego dla podanych parametrów/Miasto: Żory,Ulica: Władysława,Wszystkie kody mają przypisaną ulicę|ZA1417999|PL|44-240|ŻORY|os.Ks.Władysława|10a|38|ŚLĄSKIE|ŻORY|ŻORY
Nie znaleziono kodu pocztowego dla podanych parametrów/Miasto: Andrychów (ID=194556),Ulica: Klonowa (ID=669070),Numer budynku: 3,Liczba znalezionych kodów: 0|ZA1439234|PL|34-120|ANDRYCHÓW|Kolorowa|3||MAŁOPOLSKIE|WADOWICKI|ANDRYCHÓW
Nie znaleziono kodu pocztowego dla podanych parametrów/Miasto: Szyce,Ulica: Nasza,Wszystkie kody mają przypisaną ulicę|ZA1460647|PL|32-085|SZYCE|NASZA|5||MAŁOPOLSKIE|KRAKOWSKI|WIELKA WIEŚ
Nie znaleziono kodu pocztowego dla podanych parametrów/Miasto: Nowa Wieś,Ulica: Nowowiejska,Miejscowość nie ma kodów pocztowych|ZA1464742|PL|42-690|NOWA WIEŚ|Wiejska|123||ŚLĄSKIE|TARNOGÓRSKI|TARNOWSKIE GÓRY
Nie znaleziono kodu pocztowego dla podanych parametrów/Miasto: Nawojowa Góra (ID=183040),Ulica: Pałasińskiej (ID=626487),Numer budynku: 23,Liczba znalezionych kodów: 0|ZA1668137|PL|32-065|NAWOJOWA GÓRA|PAŁASZYŃSKIEJ|23||MAŁOPOLSKIE|KRAKOWSKI|KRZESZOWICE
Nie znaleziono kodu pocztowego dla podanych parametrów/Miasto: Zabierzów,Ulica: Na Stoku,Wszystkie kody mają przypisaną ulicę|ZA1685721|PL|32-080|ZABIERZÓW|Osiedle Na Stoku|1||MAŁOPOLSKIE|KRAKOWSKI|ZABIERZÓW
Nie znaleziono kodu pocztowego dla podanych parametrów/Miasto: Chybie (ID=230425),Ulica: Kolejowa (ID=749219),Numer budynku: 2,Liczba znalezionych kodów: 0|ZA1707758|PL|43-520|CHYBIE|Kolorowa|2||ŚLĄSKIE|CIESZYŃSKI|CHYBIE
Nie znaleziono kodu pocztowego dla podanych parametrów/Miasto: Gorzeń Górny,Ulica: Zakopiańska,Miejscowość nie ma kodów pocztowych|ZA1782500|PL|34-100|Gorzeń Górny|Zakopiańska|194||MAŁOPOLSKIE|WADOWICKI|WADOWICE
Nie znaleziono kodu pocztowego dla podanych parametrów/Miasto: Łaziska Górne,Ulica: Głowińskiego,Wszystkie kody mają przypisaną ulicę|ZA1894028|PL|43-173|Łaziska Górne|Głowińskiego|26B|6|ŚLĄSKIE|MIKOŁOWSKI|ŁAZISKA GÓRNE
