ID|Kraj|Kod|Miasto|Ulica|NrDomu|NrLokalu|Wojewodztwo|Powiat|Gmina
A1662384|PL|41-219|Sosnowiec|ul. Stefana  Kisielewskiego  Kisiela[St. Kisielewskiego]|13|22|ŚLĄSKIE[]|Sosnowiec[]|Sosnowiec[]
A1662706|PL|41-516[41-500]|Chorzów|ul. św. Anny[Anny]|19|8|ŚLĄSKIE[]|Chorzów[]|Chorzów[]
A1662787|PL|08-530[08-521]|Dęblin|ul. gen. pil. Witolda  Urbanowicza[gen. Urbanowicza]|8|25|LUBELSKIE[]|rycki[]|Dęblin[]
A1662924|PL|37-100|Łańcut|ul. bł. ks. kard. prym. Stefana  Wyszyńskiego[Kard. Stefana Wyszyńskiego]|43|19|PODKARPACKIE[]|łańcucki[]|Łańcut[]
A1663523|PL|33-113|Zbylitowska Góra|ul. bł. ks. kard. prym. Stefana  Wyszyńskiego[Prymasa Wyszyńskiego]|81|2|MAŁOPOLSKIE[]|tarnowski[]|Tarnów[]
A1663930|PL|32-050|Skawina|ul. bł. ks. Jerzego Aleksandra Popiełuszki[Księdza J. Popiełuszki]|6|59|MAŁOPOLSKIE[]|krakowski[]|Skawina[]
A1663961|PL|38-420|Korczyna|ul. ks. Stefana  Dubiela[S. Dubiela]|13||PODKARPACKIE[]|krośnieński[]|Korczyna[]
A1664384|PL|44-335|Jastrzębie-Zdrój|ul. ks. bp Herberta  Bednorza[Biskupa Bednorza]|10|8|ŚLĄSKIE[]|Jastrzębie-Zdrój[]|Jastrzębie-Zdrój[]
A1664618|PL|44-338|Jastrzębie-Zdrój[Jastrzębie Zdrój]|ul. Dąbrowskiego[J. Dąbrowskiego]|24||ŚLĄSKIE[]|Jastrzębie-Zdrój[]|Jastrzębie-Zdrój[]
A1664725|PL|32-540[32-541]|Czyżówka||27||MAŁOPOLSKIE[]|chrzanowski[]|Trzebinia[]
A1664780|PL|30-397|Kraków|ul. ks. o. Jakuba  Wujka[Ks. Wujka]|29|1|MAŁOPOLSKIE|Kraków|Kraków
A1665048|PL|06-404[06-406]|Wilkowo|[Wilkowo]|13||MAZOWIECKIE[]|ciechanowski[]|Opinogóra Górna[]
A1665256|PL|32-500|Chrzanów|ul. bł. ks. kard. prym. Stefana  Wyszyńskiego[Kardynała Wyszyńskiego]|1|14|MAŁOPOLSKIE[]|chrzanowski[]|Chrzanów[]
A1665605|PL|81-597|Gdynia|ul. Kazimierza  Kruczkowskiego[Leona Kruczkowskiego]|10D|7|POMORSKIE|Gdynia|Gdynia
A1665761|PL|32-590|Libiąż|ul. Stefana  Żeromskiego[St. Żeromskiego]|30a||MAŁOPOLSKIE[]|chrzanowski[]|Libiąż[]
A1665947|PL|30-499|Kraków|ul. ks. Franciszka  Maja[Fr.Maja]|14||MAŁOPOLSKIE|Kraków|Kraków
A1666030|PL|97-400|Bełchatów|ul. św. Barbary[ul. Barbary]|4|69|ŁÓDZKIE|bełchatowski|Bełchatów
A1666167|PL|32-300|Olkusz|ul. płk Francesca  Nulla[Fr. Nullo]|23|13|MAŁOPOLSKIE[]|olkuski[]|Olkusz[]
A1666276|PL|37-100|Łańcut|ul. bł. ks. kard. prym. Stefana  Wyszyńskiego[Kard. Wyszyńskiego]|43|13|PODKARPACKIE[]|łańcucki[]|Łańcut[]
A1666541|PL|32-620|Brzeszcze|ul. króla Władysława I Łokietka[Wł. Łokietka]|22|15|MAŁOPOLSKIE[]|oświęcimski[]|Brzeszcze[]
A1666661|PL|32-700|Bochnia|ul. św. Leonarda[Leonarda]|1||MAŁOPOLSKIE[]|bocheński[]|Bochnia[]
A1666871|PL|32-650|Kęty|os. płk Stanisława  Królickiego[Os. Płk. Stanisława]|3|18|MAŁOPOLSKIE[]|oświęcimski[]|Kęty[]
A1667961|PL|40-384|Katowice|ul. ks. bp Herberta  Bednorza[Ul. Ks. Bednorza]|14||ŚLĄSKIE[]|Katowice[]|Katowice[]
A1668145|PL|39-300|Mielec|ul. królowej Jadwigi[ul. Jadwigi]|18K||PODKARPACKIE|mielecki|Mielec
A1668336|PL|44-100[44-101]|Gliwice|ul. bł. ks. kard. prym. Stefana  Wyszyńskiego[Prymasa Stefana Wyszyńskiego]|11|304|ŚLĄSKIE[]|Gliwice[]|Gliwice[]
A1668467|PL|68-131|Wymiarki|ul. księcia Witolda[Ks.Witolda]|11||LUBUSKIE[]|żagański[]|Wymiarki[]
A1668569|PL|30-147|Kraków|ul. płk Witolda  Pileckiego[RTM. PILECKIEGO]|3||MAŁOPOLSKIE|Kraków|Kraków
A1668691|PL|02-594|Warszawa|ul. Giordana  Bruna[J.Bruna]|4A|10|MAZOWIECKIE[]|Warszawa[]|Warszawa[]
A1668771|PL|30-010|Kraków|ul. króla Władysława I Łokietka[Wł. Łokietka]|6b|1|MAŁOPOLSKIE|Kraków|Kraków
A1668873|PL|09-209[09-210]|Kozłówko|[KOZŁÓWKO]|6||MAZOWIECKIE|płocki|Drobin
A1669769|PL|41-933|Bytom|ul. kard. prym. Augusta  Hlonda[ks.Pr.A.Hlonda]|85|6|ŚLĄSKIE|Bytom|Bytom
A1670229|PL|63-400|Ostrów Wielkopolski[OSTRÓW WLKP.]|ul. ks. kap. hm. Ignacego Jana Skorupki[Ks.Ignacego Jana Skorupki]|1B||WIELKOPOLSKIE[]|ostrowski[]|Ostrów Wielkopolski[]
A1671693|PL|35-328|Rzeszów|ul. bł. ks. Jerzego Aleksandra Popiełuszki[K.Popiełuszki]|22|6|PODKARPACKIE[]|Rzeszów[]|Rzeszów[]
A1673174|PL|75-403|Koszalin|ul. płk Witolda  Pileckiego[Rotmistrza Witolda Pileckiego]|4|4|ZACHODNIOPOMORSKIE[]|Koszalin[]|Koszalin[]
A1673454|PL|32-551|Jankowice|ul. ks. Stanisława  Staszica[S.STASZICA]|14||MAŁOPOLSKIE|chrzanowski|Babice
A1674053|PL|16-400|Suwałki|ul. św. papieża Jana Pawła II[Papieża Jana Pawła II]|8|48|PODLASKIE[]|Suwałki[]|Suwałki[]
A1674376|PL|30-348|Kraków|ul. gen. Stefana  Roweckiego  Grota[S.GROTA-ROWECKIEGO]|49A|24|MAŁOPOLSKIE|Kraków|Kraków
A1675143|PL|01-015|Warszawa|skw. bł. ks. kard. prym. Stefana  Wyszyńskiego[Skwer Kardynała Wyszyńskiego]|5|32|MAZOWIECKIE[]|Warszawa[]|Warszawa[]
A1675751|PL|35-119|Rzeszów|ul. Wiktora  Zbyszewskiego[Wiktora]|49||PODKARPACKIE[]|Rzeszów[]|Rzeszów[]
A1676453|PL|32-065|Krzeszowice|ul. Stanisława  Czycza[St.Czycza]|1||MAŁOPOLSKIE[]|krakowski[]|Krzeszowice[]
A1679505|PL|32-300|Olkusz|ul. płk Francesca  Nulla[FR. NULLO]|5A|8|MAŁOPOLSKIE|olkuski|Olkusz
A1681474|PL|31-552|Kraków|ul. Stefana  Bobrowskiego[St.Bobrowskiego]|15|1|MAŁOPOLSKIE|Kraków|Kraków
A1682384|PL|26-200|Końskie|ul. ks. Hugona  Kołłątaja[Hugo Kołłątaja]|2|4|ŚWIĘTOKRZYSKIE[]|konecki[]|Końskie[]
A1682518|PL|21-100|Lubartów|ul. bł. ks. Jerzego Aleksandra Popiełuszki[Ks. J. Popiełuszki]|36||LUBELSKIE[]|lubartowski[]|Lubartów[]
A1682521|PL|43-502|Czechowice-Dziedzice|ul. św. Barbary[ul. Barbary]|15||ŚLĄSKIE|bielski|Czechowice-Dziedzice
A1682734|PL|26-615[26-600]|Radom|ul. ks. kap. hm. Ignacego Jana Skorupki[Księdza Skorupki]|7|9|MAZOWIECKIE[]|Radom[]|Radom[]
A1683422|PL|42-600[42-612]|Tarnowskie Góry|ul. bł. ks. kard. prym. Stefana  Wyszyńskiego[Kardynała Stefana Wyszyńskiego]|198a||ŚLĄSKIE[]|tarnogórski[]|Tarnowskie Góry[]
A1683884|PL|37-600|Lubaczów|ul. bł. ks. kard. prym. Stefana  Wyszyńskiego[Kard. Stefana Wyszyńskiego]|85||PODKARPACKIE[]|lubaczowski[]|Lubaczów[]
A1684725|PL|33-111|Koszyce Wielkie|ul. ks. Stanisława  Kędronia[Ks. St. Kędronia]|35||MAŁOPOLSKIE[]|tarnowski[]|Tarnów[]
A1684788|PL|41-300|Dąbrowa Górnicza|ul. Poniatowskiego[ul. Józefa Poniatowskiego]|15|2|ŚLĄSKIE|Dąbrowa Górnicza|Dąbrowa Górnicza
A1684870|PL|31-982|Kraków|ul. bp Piotra  Tomickiego[B. P. Tomickiego]|19|7|MAŁOPOLSKIE|Kraków|Kraków
A1685277|PL|38-400|Krosno|ul. ks. Stanisława  Staszica[Ks. St. Staszica]|17|22|PODKARPACKIE[]|Krosno[]|Krosno[]
A1685439|PL|32-800|Brzesko|os. króla Władysława II Jagiełły[os. Wł. Jagiełły]|4|2|MAŁOPOLSKIE[]|brzeski[]|Brzesko[]
A1685563|PL|21-100|Lubartów|ul. abp Ignacego  Krasickiego[J.Krasickiego]|8||LUBELSKIE[]|lubartowski[]|Lubartów[]
A1685594|PL|33-113|Zbylitowska Góra|ul. bł. ks. Jerzego Aleksandra Popiełuszki[ks. Jerzego Popiełuszki]|9||MAŁOPOLSKIE[]|tarnowski[]|Tarnów[]
A1686429|PL|44-241[44-240]|Żory|os. księcia Władysława[Os. Ks.Władyslawa]|4a|2|ŚLĄSKIE[]|Żory[]|Żory[]
A1686560|PL|31-530|Kraków|ul. św. Łazarza[Łazarza]|15|14|MAŁOPOLSKIE|Kraków|Kraków
A1686612|PL|37-700|Przemyśl|wyb. św. papieża Jana Pawła II[Wybrzeże Ojca Świętego Jana Pawła II]|82|3|PODKARPACKIE[]|Przemyśl[]|Przemyśl[]
A1686669|PL|41-500|Chorzów|ul. księcia Władysława  Opolskiego[Ks.Wł.Opolskiego]|1|40|ŚLĄSKIE[]|Chorzów[]|Chorzów[]
A1686722|PL|32-540[32-541]|Trzebinia||69|4|MAŁOPOLSKIE[]|chrzanowski[]|Trzebinia[]
A1686726|PL|38-211[38-200]|Jabłonica||86||PODKARPACKIE[]|jasielski[]|Skołyszyn[]
A1687069|PL|30-864|Kraków|ul. ks. prał. Mariana  Łaczka[ks. Łaczka]|22||MAŁOPOLSKIE|Kraków|Kraków
A1687237|PL|33-113|Zbylitowska Góra|ul. bł. ks. kard. prym. Stefana  Wyszyńskiego[Prymasa Wyszyńskiego]|64||MAŁOPOLSKIE[]|tarnowski[]|Tarnów[]
A1687251|PL|32-340|Wolbrom|os. króla Władysława I Łokietka[os. Wł. Łokietka]|9|16|MAŁOPOLSKIE[]|olkuski[]|Wolbrom[]
A1687294|PL|32-340|Wolbrom|os. króla Władysława I Łokietka[os. Wł. Łokietka]|21|16|MAŁOPOLSKIE[]|olkuski[]|Wolbrom[]
A1687355|PL|38-211[38-200]|Jabłonica||3||PODKARPACKIE[]|jasielski[]|Skołyszyn[]
A1687884|PL|32-700|Bochnia|ul. księcia Józefa  Poniatowskiego[Ks. J. Poniatowskiego]|50|12|MAŁOPOLSKIE|bocheński|Bochnia
A1688579|PL|31-234|Kraków|ul. Kazimierza  Herwina Piątka[Herwina-Piątka]|24||MAŁOPOLSKIE|Kraków|Kraków
A1688640|PL|32-410[32-422]|Stadniki||128||MAŁOPOLSKIE[]|myślenicki[]|Dobczyce[]
A1688723|PL|32-823|Szczepanów|ul. Stanisława  Lubomirskiego[St. Lubomirskiego]|16||MAŁOPOLSKIE[]|brzeski[]|Brzesko[]
A1688743|PL|37-450|Stalowa Wola|ul. płk Stanisława  Dąbka[Pułkownika St. Dąbka]|58||PODKARPACKIE[]|stalowowolski[]|Stalowa Wola[]
A1688816|PL|38-430|Miejsce Piastowe|ul. ks. Bronisława  Markiewicza[ks. Br. Markiewicza]|26||PODKARPACKIE[]|krośnieński[]|Miejsce Piastowe[]
A1688838|PL|41-200|Sosnowiec|ul. gen. Władysława  Andersa[Gen. Wł. Andersa]|4D|58|ŚLĄSKIE[]|Sosnowiec[]|Sosnowiec[]
A1689268|PL|32-500[32-501]|Chrzanów[Chrzanow]||Ul.Jara|5|MAŁOPOLSKIE[]|chrzanowski[]|Chrzanów[]
A1689489|PL|32-626|Zasole|ul. św. Maksymiliana Marii Kolbego[Ojca Maksymiliana Kolbe]|10||MAŁOPOLSKIE[]|oświęcimski[]|Brzeszcze[]
A1689549|PL|43-100|Tychy|ul. ks. prał. Eugeniusza  Świerzego[Księdza Świerzego]|11|9|ŚLĄSKIE[]|Tychy[]|Tychy[]
A1689672|PL|43-512|Bestwinka|ul. ks. Czesława  Adamaszka[Ks. Cz. Adamaszka]|7||ŚLĄSKIE[]|bielski[]|Bestwina[]
A1689675|PL|34-400|Nowy Targ|ul. gen. Władysława  Sikorskiego[Gen.Wł.Sikorskiego]|17|27|MAŁOPOLSKIE[]|nowotarski[]|Nowy Targ[]
A1689684|PL|21-100|Lubartów|ul. bł. ks. Jerzego Aleksandra Popiełuszki[ks. J. Popiełuszki]|2|27|LUBELSKIE[]|lubartowski[]|Lubartów[]
A1690008|PL|32-566|Kwaczała|ul. bł. ks. kard. prym. Stefana  Wyszyńskiego[Prymasa Wyszyńskiego]|12||MAŁOPOLSKIE[]|chrzanowski[]|Alwernia[]
A1690067|PL|32-064|Rudawa|ul. św. Maksymiliana Marii Kolbego[Ojca Maksymiliana Kolbego]|56||MAŁOPOLSKIE[]|krakowski[]|Zabierzów[]
A1690711|PL|33-111|Koszyce Wielkie|ul. ks. Stanisława  Kędronia[Ks. St. Kędronia]|78||MAŁOPOLSKIE[]|tarnowski[]|Tarnów[]
A1690955|PL|44-238|Czerwionka-Leszczyny|ul. bł. ks. kard. prym. Stefana  Wyszyńskiego[Kard. Wyszyńskiego]|1|1|ŚLĄSKIE[]|rybnicki[]|Czerwionka-Leszczyny[]
A1690981|PL|34-424|Maruszyna|ul. św. Stanisława  Kostki[ul. Św. Stanisława]|39||MAŁOPOLSKIE[]|nowotarski[]|Szaflary[]
A1691199|PL|32-800|Brzesko|os. króla Władysława II Jagiełły[os.wł.Jagiełły]|5|9|MAŁOPOLSKIE[]|brzeski[]|Brzesko[]
A1693451|PL|30-864|Kraków|ul. ks. prał. Mariana  Łaczka[Ks.Łaczka]|70||MAŁOPOLSKIE|Kraków|Kraków
A1693667|PL|01-015|Warszawa|skw. bł. ks. kard. prym. Stefana  Wyszyńskiego[Kardynała Wyszyńskiego]|9||MAZOWIECKIE[]|Warszawa[]|Warszawa[]
A1694298|PL|65-536|Zielona Góra|ul. bł. ks. kard. prym. Stefana  Wyszyńskiego[ST. WYSZYŃSKIEGO]|6|26|LUBUSKIE|Zielona Góra|Zielona Góra
A1695125|PL|31-046|Kraków|ul. św. Gertrudy[Gertrudy]|7|14|MAŁOPOLSKIE|Kraków|Kraków
A1697652|PL|32-300|Olkusz|ul. płk Francesca  Nulla[FR. Nullo]|16||MAŁOPOLSKIE[]|olkuski[]|Olkusz[]
A1698307|PL|30-053|Kraków|ul. kronikarza Galla  Anonima[KRONIKARZA GALLA]|17|12|MAŁOPOLSKIE|Kraków|Kraków
A1698511|PL|27-600|Sandomierz|pl. księcia Józefa  Poniatowskiego[ul.Ks.J.Poniatowskiego 2]|2[]||ŚWIĘTOKRZYSKIE[]|sandomierski[]|Sandomierz[]
A1698978|PL|42-221|Częstochowa|ul. św. Rocha[Rocha]|272||ŚLĄSKIE[]|Częstochowa[]|Częstochowa[]
A1699346|PL|57-100|Strzelin|ul. gen. Stefana  Roweckiego  Grota[G.Roweckiego]|24|1|DOLNOŚLĄSKIE[]|strzeliński[]|Strzelin[]
A1699411|PL|61-616|Poznań|os. króla Władysława I Łokietka[Oś Wł.Łokietka]|5|39|WIELKOPOLSKIE[]|Poznań[]|Poznań[]
A1699562|PL|33-100|Tarnów|ul. ks. kap. hm. Ignacego Jana Skorupki[ul.Ks.Skorupki 5]|5[]||MAŁOPOLSKIE[]|Tarnów[]|Tarnów[]
A1699719|PL|01-595[01-786]|Warszawa|ul. bł. ks. Jerzego Aleksandra Popiełuszki[Ks.J.Popiełuszki]|17|786|MAZOWIECKIE[]|Warszawa[]|Warszawa[]
A1700222|PL|31-709|Kraków|ul. króla Stanisława Augusta Poniatowskiego[St.A.Poniatowskiego]|10||MAŁOPOLSKIE|Kraków|Kraków
A1700483|PL|37-450|Stalowa Wola|ul. bł. ks. Jerzego Aleksandra Popiełuszki[Ks.J.Popiełuszki]|7|21|PODKARPACKIE|stalowowolski|Stalowa Wola
A17012|PL|30-715[30-716]|Kraków|ul. ks. Ignacego  Stoszki[Ks.J.Stoszki]|11||MAŁOPOLSKIE|Kraków|Kraków
A17014|PL|30-053|Kraków|ul. kronikarza Galla  Anonima[Galla]|10|3|MAŁOPOLSKIE|Kraków|Kraków
A1701641|PL|30-053|Kraków|ul. kronikarza Galla  Anonima[Kronikarza Galla]|17|12|MAŁOPOLSKIE|Kraków|Kraków
A1701714|PL|75-403|Koszalin|ul. płk Witolda  Pileckiego[Rotmistrza Witolda Pileckiego]|13|11|ZACHODNIOPOMORSKIE[]|Koszalin[]|Koszalin[]
A1701806|PL|41-106|Siemianowice Śląskie[SIEMANOWICE ŚLASKIE]|ul. króla Władysława I Łokietka[WŁ.ŁOKIETKA]|14A|10|ŚLĄSKIE|Siemianowice Śląskie|Siemianowice Śląskie
A1701815|PL|18-300|Zambrów|ul. św. papieża Jana Pawła II[PAPIEŻA JANA PAWŁA II]|12A|34|PODLASKIE|zambrowski|Zambrów
A1701918|PL|44-120[14-120]|Pyskowice|ul. Traugutta[R.Traugutta]|135||ŚLĄSKIE[]|gliwicki[]|Pyskowice[]
A1701950|PL|41-712[41-704]|Ruda Śląska|ul. kard. prym. Augusta  Hlonda[Kardynała Hlonda]|45||ŚLĄSKIE[]|Ruda Śląska[]|Ruda Śląska[]
A1702735|PL|42-217[42-200]|Częstochowa|ul. bł. ks. Jerzego Aleksandra Popiełuszki[Ks.Popiełuszki]|2||ŚLĄSKIE[]|Częstochowa[]|Częstochowa[]
A1703775|PL|32-700|Bochnia|ul. Julii i Wojciecha Goczałkowskich[W.J. Goczałkowskich]|17||MAŁOPOLSKIE|bocheński|Bochnia
A1704205|PL|31-135|Kraków|ul. Stefana  Batorego[S.BATOREGO]|15B|2|MAŁOPOLSKIE|Kraków|Kraków
A1704529|PL|32-005|Niepołomice|ul. Stefana  Batorego[S.BATOREGO]|31A||MAŁOPOLSKIE|wielicki|Niepołomice
A1704731|PL|01-015|Warszawa|skw. bł. ks. kard. prym. Stefana  Wyszyńskiego[Skwer Ks.S.Wyszyńskiego]|6||MAZOWIECKIE[]|Warszawa[]|Warszawa[]
A1706801|PL|31-543|Kraków|ul. płk Francesca  Nulla[Fr.Nullo]|8|3|MAŁOPOLSKIE|Kraków|Kraków
A1707058|PL|30-112|Kraków|ul. rtm. Zbigniewa  Dunina Wąsowicza[R.DUNIN-WĄSOWICZA]|24|17|MAŁOPOLSKIE|Kraków|Kraków
A1707426|PL|43-331|Dankowice|ul. bł. ks. Jerzego Aleksandra Popiełuszki[ks. Popiełuszki]|1||ŚLĄSKIE[]|bielski[]|Wilamowice[]
A1707486|PL|26-610[26-600]|Radom|ul. św. Floriana[Floriana]|9||MAZOWIECKIE[]|Radom[]|Radom[]
A1707692|PL|44-290|Jejkowice|ul. Franciszka  Prusa[Fr. Prusa]|4||ŚLĄSKIE[]|rybnicki[]|Jejkowice[]
A1708040|PL|32-650|Kęty|os. bł. ks. kard. prym. Stefana  Wyszyńskiego[os.Kard.Wyszyńskiego]|5|14|MAŁOPOLSKIE[]|oświęcimski[]|Kęty[]
A1708353|PL|39-400|Tarnobrzeg|ul. bł. ks. kard. prym. Stefana  Wyszyńskiego[Kardynała Wyszyńskiego]|20|7|PODKARPACKIE[]|Tarnobrzeg[]|Tarnobrzeg[]
A1708466|PL|38-400|Krosno|ul. bł. ks. kard. prym. Stefana  Wyszyńskiego[Kard. Stefana Wyszyńskiego]|107||PODKARPACKIE[]|Krosno[]|Krosno[]
A1709407|PL|30-147|Kraków|ul. płk Witolda  Pileckiego[Rtm. Pileckiego]|6||MAŁOPOLSKIE|Kraków|Kraków
A1709460|PL|32-050|Skawina|ul. bł. ks. Jerzego Aleksandra Popiełuszki[Księdza Popiełuszki]|16|9|MAŁOPOLSKIE[]|krakowski[]|Skawina[]
A1709754|PL|38-211[38-200]|Jabłonica||31||PODKARPACKIE[]|jasielski[]|Skołyszyn[]
A1710095|PL|32-500|Chrzanów|ul. bł. ks. kard. prym. Stefana  Wyszyńskiego[kard. Wyszyńskiego]|13|66|MAŁOPOLSKIE[]|chrzanowski[]|Chrzanów[]
A1710148|PL|36-110|Majdan Królewski|ul. ks. Stanisława  Stępnia[ks.St.Stępnia]|18||PODKARPACKIE[]|kolbuszowski[]|Majdan Królewski[]
A1710187|PL|33-230|Szczucin|ul. Marii  Skłodowskiej Curie[M.C. Skłodowskiej]|16||MAŁOPOLSKIE[]|dąbrowski[]|Szczucin[]
A1710261|PL|62-510|Konin|ul. bł. ks. kard. prym. Stefana  Wyszyńskiego[Kard. Wyszyńskiego]|4|23|WIELKOPOLSKIE[]|Konin[]|Konin[]
A1710400|PL|34-400|Nowy Targ|ul. św. Doroty[Doroty]|12||MAŁOPOLSKIE[]|nowotarski[]|Nowy Targ[]
A1710463|PL|37-710|Żurawica|ul. św. papieża Jana Pawła II[Ojca Świętego Jana Pawła II]|5||PODKARPACKIE[]|przemyski[]|Żurawica[]
A1710785|PL|35-328|Rzeszów|ul. bł. ks. Jerzego Aleksandra Popiełuszki[ks. J. Popiełuszki]|20|57|PODKARPACKIE[]|Rzeszów[]|Rzeszów[]
A1711512|PL|38-211[38-200]|Jabłonica||151||PODKARPACKIE[]|jasielski[]|Skołyszyn[]
A1711564|PL|31-999|Kraków|ul. Józefa  Sawy Calińskiego[Sawy-Calińskiego]|89||MAŁOPOLSKIE|Kraków|Kraków
A1711747|PL|30-397|Kraków|ul. ks. o. Jakuba  Wujka[Księdza Wujka]|45||MAŁOPOLSKIE|Kraków|Kraków
A1711813|PL|37-710|Żurawica|ul. gen. Stanisława  Maczka[Gen. St. Maczka]|2|32|PODKARPACKIE[]|przemyski[]|Żurawica[]
A1712025|PL|22-600|Tomaszów Lubelski|ul. św. papieża Jana Pawła II[Papieża Jana Pawła II]|16|31|LUBELSKIE[]|tomaszowski[]|Tomaszów Lubelski[]
A1713062|PL|32-327[32-300]|Zawada||61||MAŁOPOLSKIE[]|olkuski[]|Olkusz[]
A1713117|PL|37-700|Przemyśl|wyb. św. papieża Jana Pawła II[Wybrzeże Ojca Świętego Jana Pawła II]|80|76|PODKARPACKIE|Przemyśl[PRZEMYSKI]|Przemyśl
A1713525|PL|32-823|Szczepanów|ul. ks. Stanisława  Stojałowskiego[Ks. St. Stojałowskiego]|87||MAŁOPOLSKIE[]|brzeski[]|Brzesko[]
A1713552|PL|34-600|Limanowa|ul. Władysława  Sikorskiego[Generała Sikorskiego]|19||MAŁOPOLSKIE|limanowski|Limanowa
A1713656|PL|43-100|Tychy|ul. gen. Jana Henryka Dąbrowskiego[H. Dąbrowskiego]|43|136|ŚLĄSKIE[]|Tychy[]|Tychy[]
A1713754|PL|32-555|Zagórze|ul. marsz. Józefa  Piłsudskiego[M. J. Piłsudskiego]|4||MAŁOPOLSKIE[]|chrzanowski[]|Babice[]
A1713769|PL|35-304|Rzeszów|al. gen. Władysława  Sikorskiego[Gen. Wł. Sikorskiego]|20||PODKARPACKIE[]|Rzeszów[]|Rzeszów[]
A1713875|PL|34-120|Andrychów|ul. Stanisława  Lenartowicza[os. St. Lenartowicza]|52|78|MAŁOPOLSKIE[]|wadowicki[]|Andrychów[]
A1714241|PL|38-211[38-200]|Jabłonica||3||PODKARPACKIE[]|jasielski[]|Skołyszyn[]
A1714274|PL|32-436[32-426]|Tokarnia||229||MAŁOPOLSKIE[]|myślenicki[]|Tokarnia[]
A1714683|PL|32-300|Olkusz|ul. płk Francesca  Nulla[Fr. Nullo]|23|45|MAŁOPOLSKIE[]|olkuski[]|Olkusz[]
A1714812|PL|32-310|Krzywopłoty|ul. por. Stanisława  Paderewskiego[Por.St.Paderewskiego]|42||MAŁOPOLSKIE[]|olkuski[]|Klucze[]
A1714903|PL|32-064|Rudawa|ul. św. Maksymiliana Marii Kolbego[Ojca Maksymiliana Kolbego]|56||MAŁOPOLSKIE[]|krakowski[]|Zabierzów[]
A1715043|PL|33-240|Żabno|ul. ks. prof. Janusza Stanisława Pasierba[ks. Janusza Pasierba]|3||MAŁOPOLSKIE[]|tarnowski[]|Żabno[]
A1715224|PL|33-300|Nowy Sącz|ul. gen. Władysława  Andersa[Gen Wł. Andersa]|32||MAŁOPOLSKIE[]|Nowy Sącz[]|Nowy Sącz[]
A1716253|PL|31-046|Kraków|ul. św. Gertrudy[ul. Gertrudy]|9|8|MAŁOPOLSKIE|Kraków|Kraków
A1716335|PL|42-280|Częstochowa|ul. św. Jozafata[ul. Jozafata]|1a||ŚLĄSKIE|Częstochowa|Częstochowa
A1718696|PL|80-373[80-644]|Gdańsk|ul. prez. RP Lecha  Kaczyńskiego[ul. Prezydenta Lecha Kaczyńskiego]|10e|9|POMORSKIE|Gdańsk|Gdańsk
A1720138|PL|85-225|Bydgoszcz|ul. przeora Augustyna  Kordeckiego[ul.Ks.Kordeckiego 20]|20[]||KUJAWSKO-POMORSKIE[]|Bydgoszcz[]|Bydgoszcz[]
A1720159|PL|60-682|Poznań|os. Bolesława  Śmiałego[O.B.ŚMIAŁEGO]|14|60|WIELKOPOLSKIE|Poznań|Poznań
A1720310|PL|41-215|Sosnowiec|ul. Stefana  Starzyńskiego[S.Starzyńskiego]|26||ŚLĄSKIE[]|Sosnowiec[]|Sosnowiec[]
A1720566|PL|02-594|Warszawa|ul. Giordana  Bruna[ul.J.Bruna 12/20]|12/20[]||MAZOWIECKIE[]|Warszawa[]|Warszawa[]
A1721967|PL|02-685[00-685]|Warszawa|ul. Oskara  Langego[O.Langego]|6|19|MAZOWIECKIE[]|Warszawa[]|Warszawa[]
A1723068|PL|58-400|Kamienna Góra[KAMIENNA GORA]|ul. św. papieża Jana Pawła II[Papieża Jana Pawła II]|11A||DOLNOŚLĄSKIE[]|kamiennogórski[]|Kamienna Góra[]
A1723080|PL|30-644|Kraków|ul. Henryka  Kamieńskiego[gen.H.Kamieńskiego]|11||MAŁOPOLSKIE|Kraków|Kraków
A1723160|PL|47-400|Racibórz|ul. ks. prał. Bernarda  Gadego[Ks.Gadego]|4||ŚLĄSKIE[]|raciborski[]|Racibórz[]
A1723208|PL|32-050|Skawina|ul. bł. ks. Jerzego Aleksandra Popiełuszki[ul.ks.J.Popiełuszki 4/35]|4/35[]||MAŁOPOLSKIE[]|krakowski[]|Skawina[]
A1724143|PL|98-300|Wieluń|ul. Stanisława  Moniuszki[St.Moniuszki]|5||ŁÓDZKIE[]|wieluński[]|Wieluń[]
A1724598|PL|26-110|Skarżysko-Kamienna|ul. Oseta  Wasilewskiego[O.Wasilewskiego]|2||ŚWIĘTOKRZYSKIE[]|skarżyski[]|Skarżysko-Kamienna[]
A1725165|PL|31-321|Kraków|ul. Władysława  Podkowińskiego[WŁ.PODKOWIŃSKIEGO]|1|46|MAŁOPOLSKIE|Kraków|Kraków
A1727869|PL|26-220[26-206]|Krasna|[Krasna]|46||ŚWIĘTOKRZYSKIE[]|konecki[]|Stąporków[]
A1728037|PL|31-135|Kraków|ul. Stefana  Batorego[S.BATOREGO]|15B|7|MAŁOPOLSKIE|Kraków|Kraków
A1728516|PL|63-430|Odolanów|ul. Franciszka  Sójki[Fr.Sójki]|15||WIELKOPOLSKIE[]|ostrowski[]|Odolanów[]
