Komunikat|ID|Kod|Miejscowość|Ulica|Nr domu|Nr mieszkania|Województwo|Powiat|Gmina
Błędna nazwa ulicy '27-Stycznia'/'27-stycznia'/Szukana ulica: '27-Stycznia',Znormalizowana: '27-stycznia',Ulica NIE istnieje w bazie TERYT|A1249386|41-100|SIEMIANOWICE ŚLĄSKIE|27-Stycznia|1||||
Błędna nazwa ulicy '28 czerwca 1956'/'28 czerwca 1956'/Szukana ulica: '28 czerwca 1956',Znormalizowana: '28 czerwca 1956',Ulica NIE istnieje w bazie TERYT|A1798132|61-485|POZNAŃ|28 czerwca 1956|223|229|||
Błędna nazwa ulicy '28 Czerwca 1956'/'28 czerwca 1956'/Szukana ulica: '28 Czerwca 1956',Znormalizowana: '28 czerwca 1956',Ulica NIE istnieje w bazie TERYT|A1426140|61-567|POZNAŃ|28 Czerwca 1956|113||||
Błędna nazwa ulicy '28 Czerwca 1956'/'28 czerwca 1956'/Szukana ulica: '28 Czerwca 1956',Znormalizowana: '28 czerwca 1956',Ulica NIE istnieje w bazie TERYT|A1755763|61-441|POZNAŃ|28 Czerwca 1956|406||||
Błędna nazwa ulicy '28 Czerwca 1956'/'28 czerwca 1956'/Szukana ulica: '28 Czerwca 1956',Znormalizowana: '28 czerwca 1956',Ulica NIE istnieje w bazie TERYT|A1835719|61-441|POZNAŃ|28 Czerwca 1956|406|1.22|||
Błędna nazwa ulicy '28 lipca 1943 roku'/'28 lipca 1943 roku'/Szukana ulica: '28 lipca 1943 roku',Znormalizowana: '28 lipca 1943 roku',Ulica NIE istnieje w bazie TERYT|A1708214|30-233|Kraków|28 lipca 1943 roku|30|1|MAŁOPOLSKIE|KRAKÓW|KRAKÓW
Błędna nazwa ulicy '28 lipca'/'28 lipca'/Szukana ulica: '28 lipca',Znormalizowana: '28 lipca',Ulica NIE istnieje w bazie TERYT|A1356259||KRAKÓW|28 lipca|8||MAŁOPOLSKIE|KRAKÓW|KRAKÓW
Błędna nazwa ulicy '28 lipca'/'28 lipca'/Szukana ulica: '28 lipca',Znormalizowana: '28 lipca',Ulica NIE istnieje w bazie TERYT|A1273353|30-233|KRAKÓW|28 lipca|17a||MAŁOPOLSKIE|KRAKÓW|KRAKÓW
Błędna nazwa ulicy '28 Lipca'/'28 lipca'/Szukana ulica: '28 Lipca',Znormalizowana: '28 lipca',Ulica NIE istnieje w bazie TERYT|A1360476|30-233|KRAKÓW|28 Lipca|22||MAŁOPOLSKIE|KRAKÓW|KRAKÓW
Błędna nazwa ulicy '28 Lipca'/'28 lipca'/Szukana ulica: '28 Lipca',Znormalizowana: '28 lipca',Ulica NIE istnieje w bazie TERYT|A1831096|30-233|Kraków|28 Lipca|1943||MAŁOPOLSKIE|KRAKÓW|KRAKÓW
Błędna nazwa ulicy '28 Lutego'/'28 lutego'/Szukana ulica: '28 Lutego',Znormalizowana: '28 lutego',Ulica NIE istnieje w bazie TERYT|A1361026|78-400|SZCZECINEK|28 Lutego|2||||
Błędna nazwa ulicy '29-ego listopada'/'29-ego listopada'/Szukana ulica: '29-ego listopada',Znormalizowana: '29-ego listopada',Ulica NIE istnieje w bazie TERYT|A1466409|32-050|SKAWINA|29-ego listopada|12|3|||
Błędna nazwa ulicy '29-ego listopada'/'29-ego listopada'/Szukana ulica: '29-ego listopada',Znormalizowana: '29-ego listopada',Ulica NIE istnieje w bazie TERYT|ZA1466409|32-050|SKAWINA|29-ego listopada|12|3|MAŁOPOLSKIE|KRAKOWSKI|SKAWINA
Błędna nazwa ulicy '29-ego Listopada'/'29-ego listopada'/Szukana ulica: '29-ego Listopada',Znormalizowana: '29-ego listopada',Ulica NIE istnieje w bazie TERYT|A1709275|31-401|Kraków|29-ego Listopada|32a|22|MAŁOPOLSKIE|KRAKÓW|KRAKÓW
Błędna nazwa ulicy '2l.Bogucianka'/'2l. bogucianka'/Szukana ulica: '2l.Bogucianka',Znormalizowana: '2l. bogucianka',Ulica NIE istnieje w bazie TERYT|A1794647|30-398|KRAKÓW|2l.Bogucianka|43||MAŁOPOLSKIE|KRAKÓW|KRAKÓW
Błędna nazwa ulicy '2MPS'/'2mps'/Szukana ulica: '2MPS',Znormalizowana: '2mps',Ulica NIE istnieje w bazie TERYT|A1915762|81-661|Gdynia|2MPS|5|29|||
Błędna nazwa ulicy '2oi Vagonnui pereulo'/'2oi vagonnui pereulo'/Szukana ulica: '2oi Vagonnui pereulo',Znormalizowana: '2oi vagonnui pereulo',Ulica NIE istnieje w bazie TERYT|A1755997||Molodechno, Minskaya|2oi Vagonnui pereulo|1||||
Błędna nazwa ulicy '3 Maja 12A'/'3 maja 12a'/Szukana ulica: '3 Maja 12A',Znormalizowana: '3 maja 12a',Ulica NIE istnieje w bazie TERYT|A1876371|44-230|Czerwionka-Leszczyny|3 Maja 12A|IV|14|||
Błędna nazwa ulicy '3- go Maja'/'3- go maja'/Szukana ulica: '3- go Maja',Znormalizowana: '3- go maja',Ulica NIE istnieje w bazie TERYT|A1466901|39-200|DĘBICA|3- go Maja|16|8|||
Błędna nazwa ulicy '3-maja Maja'/'3-maja maja'/Szukana ulica: '3-maja Maja',Znormalizowana: '3-maja maja',Ulica NIE istnieje w bazie TERYT|A1929353|36-200|BRZOZÓW|3-maja Maja|70||||
Błędna nazwa ulicy '30 11402004owice'/'30 11402004owice'/Szukana ulica: '30 11402004owice',Znormalizowana: '30 11402004owice',Ulica NIE istnieje w bazie TERYT|A1369683|31-640|KRAKÓW|30 11402004owice|10|22|MAŁOPOLSKIE|KRAKÓW|KRAKÓW
Błędna nazwa ulicy '30-lecia PRL'/'30-lecia prl'/Szukana ulica: '30-lecia PRL',Znormalizowana: '30-lecia prl',Ulica NIE istnieje w bazie TERYT|A1640629|05-311|DĘBE WIELKIE|30-lecia PRL|20||||
Błędna nazwa ulicy '30-lecia PRL'/'30-lecia prl'/Szukana ulica: '30-lecia PRL',Znormalizowana: '30-lecia prl',Ulica NIE istnieje w bazie TERYT|A1643166|32-310|Klucze|30-lecia PRL|8|58|||
Błędna nazwa ulicy '35 lecia PRL'/'35 lecia prl'/Szukana ulica: '35 lecia PRL',Znormalizowana: '35 lecia prl',Ulica NIE istnieje w bazie TERYT|A1616130|42-500|Będzin|35 lecia PRL|17|5|||
Błędna nazwa ulicy '35 lecia PRL'/'35 lecia prl'/Szukana ulica: '35 lecia PRL',Znormalizowana: '35 lecia prl',Ulica NIE istnieje w bazie TERYT|ZA1616130|42-500|Będzin|35 lecia PRL|17|5|ŚLĄSKIE|BĘDZIŃSKI|BĘDZIN
Błędna nazwa ulicy '380'/'380'/Szukana ulica: '380',Znormalizowana: '380',Ulica NIE istnieje w bazie TERYT|A1846180|32-065|MIĘKINIA|380|2||||
Błędna nazwa ulicy '3812402294owej'/'3812402294owej'/Szukana ulica: '3812402294owej',Znormalizowana: '3812402294owej',Ulica NIE istnieje w bazie TERYT|A1368446|37-500|JAROSŁAW|3812402294owej|18|12|||
Błędna nazwa ulicy '39 1'/'39 1'/Szukana ulica: '39 1',Znormalizowana: '39 1',Ulica NIE istnieje w bazie TERYT|A1438983|39-308|WAMPIERZÓW|39 1|0202906||||
Błędna nazwa ulicy '3G Hridaypur Station'/'3g hridaypur station'/Szukana ulica: '3G Hridaypur Station',Znormalizowana: '3g hridaypur station',Ulica NIE istnieje w bazie TERYT|A1680609||KALKUTA|3G Hridaypur Station|G1|454|MAŁOPOLSKIE|KRAKÓW|KRAKÓW
Błędna nazwa ulicy '3iszki'/'3iszki'/Szukana ulica: '3iszki',Znormalizowana: '3iszki',Ulica NIE istnieje w bazie TERYT|A1396053|32-060|LISZKI|3iszki|49||||
Błędna nazwa ulicy '3l. Jana Pawła II'/'3l. jana pawla ii'/Szukana ulica: '3l. Jana Pawła II',Znormalizowana: '3l. jana pawla ii',Ulica NIE istnieje w bazie TERYT|A1371242|37-450|STALOWA WOLA|3l. Jana Pawła II|62|20|PODKARPACKIE|STALOWOWOLSKI|STALOWA WOLA
Błędna nazwa ulicy '3l.Główna'/'3l. glowna'/Szukana ulica: '3l.Główna',Znormalizowana: '3l. glowna',Ulica NIE istnieje w bazie TERYT|A1416177|32-329|BOLESŁAW|3l.Główna|52||MAŁOPOLSKIE|OLKUSKI|BOLESŁAW
Błędna nazwa ulicy '3Maja'/'3maja'/Szukana ulica: '3Maja',Znormalizowana: '3maja',Ulica NIE istnieje w bazie TERYT|A1282913|64-920|PIŁA|3Maja|2|67|WIELKOPOLSKIE|PILSKI|PIŁA
Błędna nazwa ulicy '3Maja'/'3maja'/Szukana ulica: '3Maja',Znormalizowana: '3maja',Ulica NIE istnieje w bazie TERYT|A1294366|32-400|MYŚLENICE|3Maja|126b||||
Błędna nazwa ulicy '3Maja'/'3maja'/Szukana ulica: '3Maja',Znormalizowana: '3maja',Ulica NIE istnieje w bazie TERYT|A1633161|32-400|MYŚLENICE|3Maja|16A||||
Błędna nazwa ulicy '3rólowej Jadwigi'/'3rolowej jadwigi'/Szukana ulica: '3rólowej Jadwigi',Znormalizowana: '3rolowej jadwigi',Ulica NIE istnieje w bazie TERYT|A1468018|22-500|HRUBIESZÓW|3rólowej Jadwigi|1 D||||
Błędna nazwa ulicy '3s. Piłsudskiego'/'3s. pilsudskiego'/Szukana ulica: '3s. Piłsudskiego',Znormalizowana: '3s. pilsudskiego',Ulica NIE istnieje w bazie TERYT|A1615394|37-500|Jarosław|3s. Piłsudskiego|11|15|||
Błędna nazwa ulicy '3s. Sobieskiego'/'3s. sobieskiego'/Szukana ulica: '3s. Sobieskiego',Znormalizowana: '3s. sobieskiego',Ulica NIE istnieje w bazie TERYT|A1440683|37-610|NAROL|3s. Sobieskiego|3|5|||
Błędna nazwa ulicy '4. Pułku Piechoty WP'/'4. pulku piechoty wp'/Szukana ulica: '4. Pułku Piechoty WP',Znormalizowana: '4. pulku piechoty wp',Ulica NIE istnieje w bazie TERYT|A1683904|24-100|Puławy|4. Pułku Piechoty WP|8A||||
Błędna nazwa ulicy '40 1'/'40 1'/Szukana ulica: '40 1',Znormalizowana: '40 1',Ulica NIE istnieje w bazie TERYT|A1368776|41-706|RUDA ŚLĄSKA|40 1|0501331||ŚLĄSKIE||
Błędna nazwa ulicy '40-lecia PRL'/'40-lecia prl'/Szukana ulica: '40-lecia PRL',Znormalizowana: '40-lecia prl',Ulica NIE istnieje w bazie TERYT|A1463508|42-141|PRZYSTAJŃ|40-lecia PRL|41||||
Błędna nazwa ulicy '49 12403002'/'49 12403002'/Szukana ulica: '49 12403002',Znormalizowana: '49 12403002',Ulica NIE istnieje w bazie TERYT|A1416124|24-103|WOLA OSIŃSKA|49 12403002|3A|2|||
Błędna nazwa ulicy '5 Kensington'/'5 kensington'/Szukana ulica: '5 Kensington',Znormalizowana: '5 kensington',Ulica NIE istnieje w bazie TERYT|A1473500||COUNTRY DURHAM|5 Kensington|5||||
Błędna nazwa ulicy '5l. Pionierów Zielonej Góry'/'5l. pionierow zielonej gory'/Szukana ulica: '5l. Pionierów Zielonej Góry',Znormalizowana: '5l. pionierow zielonej gory',Ulica NIE istnieje w bazie TERYT|A1357051||ZIELONA GÓRA|5l. Pionierów Zielonej Góry|3||||
Błędna nazwa ulicy '6-Sierpnia'/'6-sierpnia'/Szukana ulica: '6-Sierpnia',Znormalizowana: '6-sierpnia',Ulica NIE istnieje w bazie TERYT|A1372943|39-300|MIELEC|6-Sierpnia|11||||
Błędna nazwa ulicy '61 1060ka'/'61 1060ka'/Szukana ulica: '61 1060ka',Znormalizowana: '61 1060ka',Ulica NIE istnieje w bazie TERYT|A1368589|32-660|GORZÓW|61 1060ka|6||||
Błędna nazwa ulicy '61ngrot'/'61ngrot'/Szukana ulica: '61ngrot',Znormalizowana: '61ngrot',Ulica NIE istnieje w bazie TERYT|A1351071|32-353|TRZYCIĄŻ|61ngrot|42||MAŁOPOLSKIE||
Błędna nazwa ulicy '66 1940'/'66 1940'/Szukana ulica: '66 1940',Znormalizowana: '66 1940',Ulica NIE istnieje w bazie TERYT|A1417016|32-091|MICHAŁOWICE|66 1940|a401076||||
Błędna nazwa ulicy '66'/'66'/Szukana ulica: '66',Znormalizowana: '66',Ulica NIE istnieje w bazie TERYT|A1351732|32-020|JAWCZYCE|66|100||MAŁOPOLSKIE||
Błędna nazwa ulicy '69 czyna'/'69 czyna'/Szukana ulica: '69 czyna',Znormalizowana: '69 czyna',Ulica NIE istnieje w bazie TERYT|A1436205|38-340|KORCZYNA|69 czyna|61||||
Błędna nazwa ulicy '6l.Krakowskie Przedmieście'/'6l. krakowskie przedmiescie'/Szukana ulica: '6l.Krakowskie Przedmieście',Znormalizowana: '6l. krakowskie przedmiescie',Ulica NIE istnieje w bazie TERYT|A1251147|32-300|OLKUSZ|6l.Krakowskie Przedmieście|12|6l.Krak|||
Błędna nazwa ulicy '73 Pułku Piechoty'/'73 pulku piechoty'/Szukana ulica: '73 Pułku Piechoty',Znormalizowana: '73 pulku piechoty',Ulica NIE istnieje w bazie TERYT|A1263906|40-474|KATOWICE|73 Pułku Piechoty|1||||
Błędna nazwa ulicy '73 Pułku Piechoty'/'73 pulku piechoty'/Szukana ulica: '73 Pułku Piechoty',Znormalizowana: '73 pulku piechoty',Ulica NIE istnieje w bazie TERYT|A1322114|40-474|KATOWICE|73 Pułku Piechoty|1||||
Błędna nazwa ulicy '73 Pułku Piechoty'/'73 pulku piechoty'/Szukana ulica: '73 Pułku Piechoty',Znormalizowana: '73 pulku piechoty',Ulica NIE istnieje w bazie TERYT|A1730747|40-467|KATOWICE|73 Pułku Piechoty|1||||
Błędna nazwa ulicy '75ka'/'75ka'/Szukana ulica: '75ka',Znormalizowana: '75ka',Ulica NIE istnieje w bazie TERYT|A1371279|43-220|BOJSZOWY|75ka|40||||
Błędna nazwa ulicy '78 1'/'78 1'/Szukana ulica: '78 1',Znormalizowana: '78 1',Ulica NIE istnieje w bazie TERYT|A1396950||KRAKÓW|78 1|0600076||MAŁOPOLSKIE|KRAKÓW|KRAKÓW
Błędna nazwa ulicy '8-ego Marca'/'8-ego marca'/Szukana ulica: '8-ego Marca',Znormalizowana: '8-ego marca',Ulica NIE istnieje w bazie TERYT|A1631538|77-400|ZŁOTÓW|8-ego Marca|3d||||
Błędna nazwa ulicy '90. Brzezowa'/'90. brzezowa'/Szukana ulica: '90. Brzezowa',Znormalizowana: '90. brzezowa',Ulica NIE istnieje w bazie TERYT|A1392641|32-740|ŁAPNAÓW|90. Brzezowa|3||||
Błędna nazwa ulicy '91 10202964'/'91 10202964'/Szukana ulica: '91 10202964',Znormalizowana: '91 10202964',Ulica NIE istnieje w bazie TERYT|A1417188|38-460|JEDLICZE|91 10202964|01||||
Błędna nazwa ulicy '91 jana'/'91 jana'/Szukana ulica: '91 jana',Znormalizowana: '91 jana',Ulica NIE istnieje w bazie TERYT|A1468878|39-300|MIELEC|91 jana|7|27|||
Błędna nazwa ulicy '91.Altanowa'/'91. altanowa'/Szukana ulica: '91.Altanowa',Znormalizowana: '91. altanowa',Ulica NIE istnieje w bazie TERYT|A1392604|30-132|KRAKÓW|91.Altanowa|18|87|MAŁOPOLSKIE|KRAKÓW|KRAKÓW
Błędna nazwa ulicy '93 1090Orzeszkowej'/'93 1090orzeszkowej'/Szukana ulica: '93 1090Orzeszkowej',Znormalizowana: '93 1090orzeszkowej',Ulica NIE istnieje w bazie TERYT|A1395575|59-300|LUBIN|93 1090Orzeszkowej|7/|3|||
Błędna nazwa ulicy 'A-2'/'a-2'/Szukana ulica: 'A-2',Znormalizowana: 'a-2',Ulica NIE istnieje w bazie TERYT|A1735226|32-086|Węgrzce|A-2|1||||
Błędna nazwa ulicy 'A-5'/'a-5'/Szukana ulica: 'A-5',Znormalizowana: 'a-5',Ulica NIE istnieje w bazie TERYT|A1828696|32-086|Węgrzce|A-5|24||||
Błędna nazwa ulicy 'a-8'/'a-8'/Szukana ulica: 'a-8',Znormalizowana: 'a-8',Ulica NIE istnieje w bazie TERYT|A1442064|32-086|WĘGRZCE|a-8|6||||
Błędna nazwa ulicy 'A,Libery'/'a,libery'/Szukana ulica: 'A,Libery',Znormalizowana: 'a,libery',Ulica NIE istnieje w bazie TERYT|A1225007|30-821|KRAKÓW|A,Libery|18||MAŁOPOLSKIE|KRAKÓW|KRAKÓW
Błędna nazwa ulicy 'A. J. Pawła II'/'pawla ii'/Szukana ulica: 'A. J. Pawła II',Znormalizowana: 'pawla ii',Ulica NIE istnieje w bazie TERYT|A1368627|37-450|STALOWA WOLA|A. J. Pawła II|52|25|||
Błędna nazwa ulicy 'A. Krajowej'/'krajowej'/Szukana ulica: 'A. Krajowej',Znormalizowana: 'krajowej',Ulica NIE istnieje w bazie TERYT|A1309244|33-300|NOWY SĄCZ|A. Krajowej|25|15|||
Błędna nazwa ulicy 'A. Krajowej'/'krajowej'/Szukana ulica: 'A. Krajowej',Znormalizowana: 'krajowej',Ulica NIE istnieje w bazie TERYT|A1294485|30-150|KRAKÓW|A. Krajowej|7|111|MAŁOPOLSKIE|KRAKÓW|KRAKÓW
Błędna nazwa ulicy 'A. KRAJOWEJ'/'krajowej'/Szukana ulica: 'A. KRAJOWEJ',Znormalizowana: 'krajowej',Ulica NIE istnieje w bazie TERYT|A1667245|30-150|KRAKÓW|A. KRAJOWEJ|7|147|MAŁOPOLSKIE|KRAKÓW|KRAKÓW
Błędna nazwa ulicy 'A.FRYCZA MODRZEJEWSKIEGO'/'frycza modrzejewskiego'/Szukana ulica: 'A.FRYCZA MODRZEJEWSKIEGO',Znormalizowana: 'frycza modrzejewskiego',Ulica NIE istnieje w bazie TERYT|A1671779|31-216|KRAKÓW|A.FRYCZA MODRZEJEWSKIEGO|8/3||MAŁOPOLSKIE|KRAKÓW|KRAKÓW
Błędna nazwa ulicy 'A.Mickiewicza 30 Paw. A-0'/'mickiewicza 30 paw. a-0'/Szukana ulica: 'A.Mickiewicza 30 Paw. A-0',Znormalizowana: 'mickiewicza 30 paw. a-0',Ulica NIE istnieje w bazie TERYT|A1647760|30-059|KRAKÓW|A.Mickiewicza 30 Paw. A-0|235||MAŁOPOLSKIE|KRAKÓW|KRAKÓW
Błędna nazwa ulicy 'A6 1'/'a6 1'/Szukana ulica: 'A6 1',Znormalizowana: 'a6 1',Ulica NIE istnieje w bazie TERYT|A1655862|32-086|WĘGRZCE|A6 1|1||||
Błędna nazwa ulicy 'Abp. Jerzego Ableiwc'/'jerzego ableiwc'/Szukana ulica: 'Abp. Jerzego Ableiwc',Znormalizowana: 'jerzego ableiwc',Ulica NIE istnieje w bazie TERYT|A1689393|33-100|Tarnów|Abp. Jerzego Ableiwc|13B|31|||
Błędna nazwa ulicy 'abp.Zygmunta Szcęsnego Felińsk'/'zygmunta szcesnego felinsk'/Szukana ulica: 'abp.Zygmunta Szcęsnego Felińsk',Znormalizowana: 'zygmunta szcesnego felinsk',Ulica NIE istnieje w bazie TERYT|A1839496|31-236|KRAKÓW|abp.Zygmunta Szcęsnego Felińsk|17a|36|MAŁOPOLSKIE|KRAKÓW|KRAKÓW
Błędna nazwa ulicy 'Abpa Felińskiego'/'abpa felinskiego'/Szukana ulica: 'Abpa Felińskiego',Znormalizowana: 'abpa felinskiego',Ulica NIE istnieje w bazie TERYT|A1447567|31-236|KRAKÓW|Abpa Felińskiego|31|29|MAŁOPOLSKIE|KRAKÓW|KRAKÓW
Błędna nazwa ulicy 'Adamów Rosowski'/'adamow rosowski'/Szukana ulica: 'Adamów Rosowski',Znormalizowana: 'adamow rosowski',Ulica NIE istnieje w bazie TERYT|A1842624|05-650|CHYNÓW|Adamów Rosowski|18c||||
Błędna nazwa ulicy 'Agatówka, Ul. Lipowa'/'agatowka, ul. lipowa'/Szukana ulica: 'Agatówka, Ul. Lipowa',Znormalizowana: 'agatowka, ul. lipowa',Ulica NIE istnieje w bazie TERYT|A1877962|37-464|STALOWA WOLA|Agatówka, Ul. Lipowa|10||||
Błędna nazwa ulicy 'al KEN'/'ken'/Szukana ulica: 'al KEN',Znormalizowana: 'ken',Ulica NIE istnieje w bazie TERYT|A1705383|02-777|WARSZAWA|al KEN|90|5|||
Błędna nazwa ulicy 'Al-1000 lecia'/'al-1000 lecia'/Szukana ulica: 'Al-1000 lecia',Znormalizowana: 'al-1000 lecia',Ulica NIE istnieje w bazie TERYT|A1919939|32-300|Olkusz|Al-1000 lecia|15c|26|||
Błędna nazwa ulicy 'AL, Grunwaldzka'/'al, grunwaldzka'/Szukana ulica: 'AL, Grunwaldzka',Znormalizowana: 'al, grunwaldzka',Ulica NIE istnieje w bazie TERYT|A1626034|80-266|GDAŃSK|AL, Grunwaldzka|212||||
Błędna nazwa ulicy 'al, Pokoju'/'al, pokoju'/Szukana ulica: 'al, Pokoju',Znormalizowana: 'al, pokoju',Ulica NIE istnieje w bazie TERYT|AP1246907|31-548|KRAKÓW|al, Pokoju|3||MAŁOPOLSKIE|KRAKÓW|KRAKÓW
Błędna nazwa ulicy 'Al, ZWYCIĘSTWA'/'al, zwyciestwa'/Szukana ulica: 'Al, ZWYCIĘSTWA',Znormalizowana: 'al, zwyciestwa',Ulica NIE istnieje w bazie TERYT|A1260792|42-420|DĄBROWA GÓRNICZA|Al, ZWYCIĘSTWA|79|218|ŚLĄSKIE|DĄBROWA GÓRNICZA|DĄBROWA GÓRNICZA
Błędna nazwa ulicy 'AL,SZUCHA'/'al,szucha'/Szukana ulica: 'AL,SZUCHA',Znormalizowana: 'al,szucha',Ulica NIE istnieje w bazie TERYT|A1243843|00-918|WARSZAWA|AL,SZUCHA|25||||
Błędna nazwa ulicy 'Al,Walentego Roździeńskiego'/'al,walentego rozdzienskiego'/Szukana ulica: 'Al,Walentego Roździeńskiego',Znormalizowana: 'al,walentego rozdzienskiego',Ulica NIE istnieje w bazie TERYT|A1795887|40-203|KATOWICE|Al,Walentego Roździeńskiego|188A||||
Błędna nazwa ulicy 'Al;.Jana Pawła II'/'al;. jana pawla ii'/Szukana ulica: 'Al;.Jana Pawła II',Znormalizowana: 'al;. jana pawla ii',Ulica NIE istnieje w bazie TERYT|A1968034|00-867|WARSZAWA|Al;.Jana Pawła II|17||||
Błędna nazwa ulicy 'al. 1000-lecia P.P.'/'1000-lecia p. p.'/Szukana ulica: 'al. 1000-lecia P.P.',Znormalizowana: '1000-lecia p. p.',Ulica NIE istnieje w bazie TERYT|A1325020|24-110|PUŁAWY|al. 1000-lecia P.P.|13||||
Błędna nazwa ulicy 'Al. 1000-lecia P.P.'/'1000-lecia p. p.'/Szukana ulica: 'Al. 1000-lecia P.P.',Znormalizowana: '1000-lecia p. p.',Ulica NIE istnieje w bazie TERYT|A1937852|15-111|Białystok|Al. 1000-lecia P.P.|10A|15|||
Błędna nazwa ulicy 'al. 29 Listopada 130'/'29 listopada 130'/Szukana ulica: 'al. 29 Listopada 130',Znormalizowana: '29 listopada 130',Ulica NIE istnieje w bazie TERYT|A1482968|31-406|KRAKÓW|al. 29 Listopada 130|130||MAŁOPOLSKIE|KRAKÓW|KRAKÓW
Błędna nazwa ulicy 'Al. 3 Ma'/'3 ma'/Szukana ulica: 'Al. 3 Ma',Znormalizowana: '3 ma',Ulica NIE istnieje w bazie TERYT|A1401209|76-200|SŁUPSK|Al. 3 Ma|3|19/1|||
Błędna nazwa ulicy 'al. Ducha Św.'/'ducha sw.'/Szukana ulica: 'al. Ducha Św.',Znormalizowana: 'ducha sw.',Ulica NIE istnieje w bazie TERYT|A1312053|39-300|MIELEC|al. Ducha Św.|26|35|PODKARPACKIE|MIELECKI|MIELEC
Błędna nazwa ulicy 'AL. DUCHA ŚW.'/'ducha sw.'/Szukana ulica: 'AL. DUCHA ŚW.',Znormalizowana: 'ducha sw.',Ulica NIE istnieje w bazie TERYT|A1368116|39-300|MIELEC|AL. DUCHA ŚW.|36|14|PODKARPACKIE||
Błędna nazwa ulicy 'al. inż. Leona Nowotarskiego'/'leona nowotarskiego'/Szukana ulica: 'al. inż. Leona Nowotarskiego',Znormalizowana: 'leona nowotarskiego',Ulica NIE istnieje w bazie TERYT|A1816607|33-380|KRYNICA ZDRÓJ|al. inż. Leona Nowotarskiego|1 b||||
Błędna nazwa ulicy 'al. KEN'/'ken'/Szukana ulica: 'al. KEN',Znormalizowana: 'ken',Ulica NIE istnieje w bazie TERYT|A1961881|02-797|Warszawa|al. KEN|47|232|||
Błędna nazwa ulicy 'Al. Ken'/'ken'/Szukana ulica: 'Al. Ken',Znormalizowana: 'ken',Ulica NIE istnieje w bazie TERYT|A1761860|02-797|WARSZAWA|Al. Ken|18|3B|||
Błędna nazwa ulicy 'Al. KEN'/'ken'/Szukana ulica: 'Al. KEN',Znormalizowana: 'ken',Ulica NIE istnieje w bazie TERYT|A1335534|02-797|WARSZAWA|Al. KEN|57|79|MAZOWIECKIE|WARSZAWA|URSYNÓW
Błędna nazwa ulicy 'AL. KEN'/'ken'/Szukana ulica: 'AL. KEN',Znormalizowana: 'ken',Ulica NIE istnieje w bazie TERYT|ZA1342008|02-797|WARSZAWA|AL. KEN|20A|15|MAZOWIECKIE|WARSZAWA|URSYNÓW
Błędna nazwa ulicy 'al. Marszałka Józefa Piłsudzki'/'jozefa pilsudzki'/Szukana ulica: 'al. Marszałka Józefa Piłsudzki',Znormalizowana: 'jozefa pilsudzki',Ulica NIE istnieje w bazie TERYT|A1988553|43-110|Tychy|al. Marszałka Józefa Piłsudzki|63A|22|||
Błędna nazwa ulicy 'Al. mickiewicz 35'/'mickiewicz 35'/Szukana ulica: 'Al. mickiewicz 35',Znormalizowana: 'mickiewicz 35',Ulica NIE istnieje w bazie TERYT|A1768150|30-059|KRAKÓW|Al. mickiewicz 35|35|12|MAŁOPOLSKIE|KRAKÓW|KRAKÓW
Błędna nazwa ulicy 'al. Mickiewicza 30'/'mickiewicza 30'/Szukana ulica: 'al. Mickiewicza 30',Znormalizowana: 'mickiewicza 30',Ulica NIE istnieje w bazie TERYT|A1232961|30-059|KRAKÓW|al. Mickiewicza 30|paw.A-1|pok. 18|MAŁOPOLSKIE|KRAKÓW|KRAKÓW
Błędna nazwa ulicy 'Al. N.M.P.'/''/Szukana ulica: 'Al. N.M.P.',Znormalizowana: '',Ulica NIE istnieje w bazie TERYT|ZA1393991|42-200|CZĘSTOCHOWA|Al. N.M.P.|57|10|ŚLĄSKIE|CZĘSTOCHOWA|CZĘSTOCHOWA
Błędna nazwa ulicy 'Al. NMP'/'nmp'/Szukana ulica: 'Al. NMP',Znormalizowana: 'nmp',Ulica NIE istnieje w bazie TERYT|A1381781|42-200|CZĘSTOCHOWA|Al. NMP|2||||
Błędna nazwa ulicy 'al. prof.S. Kaliskiego'/'prof. s. kaliskiego'/Szukana ulica: 'al. prof.S. Kaliskiego',Znormalizowana: 'prof. s. kaliskiego',Ulica NIE istnieje w bazie TERYT|A1892122|85-796|BYDGOSZCZ|al. prof.S. Kaliskiego|7||||
Błędna nazwa ulicy 'al. Tysiąclecia Państwa Polski'/'tysiaclecia panstwa polski'/Szukana ulica: 'al. Tysiąclecia Państwa Polski',Znormalizowana: 'tysiaclecia panstwa polski',Ulica NIE istnieje w bazie TERYT|A1430188|25-314|KIELCE|al. Tysiąclecia Państwa Polski|7B||||
Błędna nazwa ulicy 'al. Żołnierzy I Armii Wojska P'/'zolnierzy i armii wojska p'/Szukana ulica: 'al. Żołnierzy I Armii Wojska P',Znormalizowana: 'zolnierzy i armii wojska p',Ulica NIE istnieje w bazie TERYT|A1940290|22-100|Chełm|al. Żołnierzy I Armii Wojska P|19|101|||
Błędna nazwa ulicy 'Al.. Ducha Św,'/'ducha sw,'/Szukana ulica: 'Al.. Ducha Św,',Znormalizowana: 'ducha sw,',Ulica NIE istnieje w bazie TERYT|A1348773|39-300|MIELEC|Al.. Ducha Św,|25|15|||
