STATUS;MIEJSCOWOŒÆ;ULICA;NUMERY;GMINA;POWIAT;WOJEWÓDZTWO;POPRZEDNIO;TERAZ
-;S³upsk;Jeana Sibeliusa;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Jednoœci Narodowej;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Jerzego Bytnerowicza;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Jesionowa;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Joachima Lelewela;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Jod³owa;1-DK, 50-66(p);S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Józefa Bema;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Józefa Che³moñskiego;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Józefa Pi³sudskiego;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Józefa Su³kowskiego;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Józefa Wybickiego;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Juliana Fa³ata;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Juliana Niemcewicza;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Juliana Przybosia;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Juliana Tuwima;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Juliusza Kossaka;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Juliusza S³owackiego;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Kalinowa;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;kard. Stefana Wyszyñskiego;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Karola Borchardta;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Karola Chodkiewicza;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Karola Kniaziewicza;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Karola Szymanowskiego;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Kasztanowa;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Kaszubska;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Klonowa;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Ko³³¹taja;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Konstantego Ildefonsa Ga³czyñskiego;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Konwaliowa;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Kosynierów Gdyñskich;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Koszaliñska;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Kowalska;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Krakusa;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Królowej Jadwigi;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Krzysztofa Arciszewskiego;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Krzysztofa Kamila Baczyñskiego;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Krzywa;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;ks. Brzóski;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;ks. Jana Ziei;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;ks. Józefa Poniatowskiego;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Ksawerego Dunikowskiego;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Ksiê¿nej Zofii;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Kwiatowa;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Legionów Polskich;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Legnicka;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Leonida Teligi;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Leopolda Staffa;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Leszczynowa;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Leœna;1-DK;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Lipowa;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Ludwika Braille'a;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Ludwika Mieros³awskiego;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Ludwika Solskiego;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Ludwika Waryñskiego;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Ludwika Zamenhofa;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;£¹kowa;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;£ukasza Ciepliñskiego;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Malinowa;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Marii Curie-Sk³odowskiej;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Marii D¹browskiej;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Marii Konopnickiej;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Marii Zaborowskiej;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Marty Aluchny-Emelianow;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Maurycego Mochnackiego;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Micha³a Mostnika;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Mieczys³awa Fogga;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Mieczys³awa Jastruna;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Mieczys³awa Niedzia³kowskiego;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Mieczys³awa Or³owicza;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Miedziana;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Mieszka I;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Miko³aja Kopernika;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Miko³aja Reja;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Miko³ajska;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;mjr. Henryka Sucharskiego;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;MKS Cieœliki;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;M³yñska;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Modrzewiowa;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Morska;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Murarska;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Myœliwska;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Na Skarpie;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Na Wzgórzu;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Nad Œluzami;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Nowobramska;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Nowowiejska;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Obroñców Wybrze¿a;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Ogrodowa;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Olchowa;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Olimpijska;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Orl¹t Lwowskich;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Owocowa;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Parkowa;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Partyzantów;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Paw³a W³odkowica;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Piastów;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Piekie³ko;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Piotra Skargi;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Piotra Wysockiego;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;pl. D¹browskiego;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;pl. Stary Rynek;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;pl. W³adys³awa Broniewskiego;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;pl. Zwyciêstwa;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;P³owiecka;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Podchor¹¿ych;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Podgórna;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Pogodna;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Policjantów;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Polna;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Pomorska;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Poprzeczna;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Portowa;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Powstañców Warszawskich;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Powstañców Wielkopolskich;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Poziomkowa;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Poznañska;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;prof. Adama Grucy;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;prof. Eugeniusza Romera;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;prof. Lotha;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Prof. Ludwika Rydygiera;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;prof. Stanis³awa Herbsta;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Prof. Tadeusza Browicza;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;prof. Tadeusza Kotarbiñskiego;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;prof. Wiktora Degi;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Prof. Wiktora Or³owskiego;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;prof. Zbigniewa Religi;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;profesora Kazimierza Micha³owskiego;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Prosta;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Przechodnia;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Przemys³awa II;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Przemys³owa;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Psie Pole;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Rabina dr. Maxa Josepha;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Rac³awicka;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Rafa³a Krajewskiego;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Raszyñska;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Romana Awstrica;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Romana Dmowskiego;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Romualda Traugutta;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Ró¿ana;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Rybacka;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Rynek Rybacki;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Ryszarda Riedla;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Rzemieœlnicza;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Sadowa;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;S¹dowa;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Sierpinka;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;S³oneczna;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;S³owiañska;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Sosnowa;1-DK;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Spacerowa;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Spokojna;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Sportowa;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Stanis³awa Konarskiego;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Stanis³awa Leszczyñskiego;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Stanis³awa Ma³achowskiego;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Stanis³awa Moniuszki;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Stanis³awa Repelowskiego;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Stanis³awa Sojki;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Stanis³awa Staszica;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Stanis³awa Szarmacha;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Stanis³awa Szpilewskiego;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Stanis³awa Wyspiañskiego;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Stanis³awa ¯ó³kiewskiego;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Stanis³awy Walasiewiczówny;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Stefana Banacha;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Stefana Batorego;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Stefana Czarnieckiego;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Stefana Jaracza;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Stefana Starzyñskiego;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Stefana ¯eromskiego;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Strumykowa;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Szarych Szeregów;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Szczeciñska;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Szkolna;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;œw. Klary z Asy¿u;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Œwierkowa;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Œwiêtego Ojca Pio;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Œwiêtego Piotra;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Œwiêtope³ka;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Tadeusza Boya-¯eleñskiego;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Tadeusza Czapliñskiego;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Tadeusza Koœciuszki;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Tadeusza Mazowieckiego;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Tadeusza Nalepy;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Tadeusza Rejtana;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Tadeusza Sygietyñskiego;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Teatralna;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Topolowa;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Towarowa;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Tramwajowa;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Turystyczna;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Wandy;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Wandy Chotomskiej;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Wazów;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Wczasowa;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Wêdkarska;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Wiatraczna;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Wiejska;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Wielicka;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Wierzbowa;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Wileñska;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Wincentego Kad³ubka;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Wincentego Witosa;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Wiœniowa;1-DK, 54-90(p);S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Wita Stwosza;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Witolda Lutos³awskiego;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Witolda Ma³cu¿yñskiego;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;W³adys³awa Bartoszewskiego;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;W³adys³awa Grabskiego;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;W³adys³awa IV;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;W³adys³awa Jagie³³y;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;W³adys³awa Kijowskiego;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;W³adys³awa Kwapisza;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;W³adys³awa £okietka;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;W³adys³awa Orkana;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;W³adys³awa Reymonta;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Wojska Polskiego;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Wolnoœci;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Wroc³awska;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Wysoka;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Zamiejska;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Zamkowa;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Zielona;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Ziemowita;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Z³ota;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Zofii Na³kowskiej;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Zygmunta Augusta;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;Zygmunta Krasiñskiego;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;¯elazna;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;¯urawinowa;;S³upsk;S³upsk;pomorskie;76-200;
-;S³upsk;¯wirki i Wigury;;S³upsk;S³upsk;pomorskie;76-200;
+;S³upsk;;;S³upsk;S³upsk;pomorskie;;76-200
-;S³upsk (Boles³awice);Akacjowa;1, 10-12(p), 18-23, 25-28;S³upsk;S³upsk;pomorskie;76-251;
-;S³upsk (Boles³awice);Brzozowa;1-2, 4;S³upsk;S³upsk;pomorskie;76-251;
-;S³upsk (Boles³awice);Bukowa;1, 5-6, 9-10;S³upsk;S³upsk;pomorskie;76-251;
-;S³upsk (Boles³awice);Jaœminowa;1-DK;S³upsk;S³upsk;pomorskie;76-251;
-;S³upsk (Boles³awice);Jod³owa;1, 3-6;S³upsk;S³upsk;pomorskie;76-251;
-;S³upsk (Boles³awice);Kolorowa;;S³upsk;S³upsk;pomorskie;76-251;
-;S³upsk (Boles³awice);Leœna;4-24(p), 15-21(n);S³upsk;S³upsk;pomorskie;76-251;
-;S³upsk (Boles³awice);Morelowa;;S³upsk;S³upsk;pomorskie;76-251;
-;S³upsk (Boles³awice);Sezamkowa;;S³upsk;S³upsk;pomorskie;76-251;
-;S³upsk (Boles³awice);S³upska;;S³upsk;S³upsk;pomorskie;76-251;
-;S³upsk (Boles³awice);Sosnowa;1;S³upsk;S³upsk;pomorskie;76-251;
-;S³upsk (Boles³awice);Têczowa;;S³upsk;S³upsk;pomorskie;76-251;
-;S³upsk (Boles³awice);Wi¹zowa;;S³upsk;S³upsk;pomorskie;76-251;
-;S³upsk (Boles³awice);Wiœniowa;1-DK;S³upsk;S³upsk;pomorskie;76-251;
-;S³upsk (Boles³awice);Wspólna;;S³upsk;S³upsk;pomorskie;76-251;
-;Sosnowiec;Aleja Józefa Mireckiego;13-14, 18-46(p), 31-53(n);Sosnowiec;Sosnowiec;œl¹skie;41-205;
+;Sosnowiec;Aleja Józefa Mireckiego;18-46(p), 31-53(n);Sosnowiec;Sosnowiec;œl¹skie;;41-205
-;Sosnowiec;Aleja Józefa Mireckiego;4-12, 14-15, 23-29(n);Sosnowiec;Sosnowiec;œl¹skie;41-209;
+;Sosnowiec;Aleja Józefa Mireckiego;4-5, 8-12(p), 9-29(n);Sosnowiec;Sosnowiec;œl¹skie;;41-209
-;Sosnowiec;Gottlieba Daimlera;1;Sosnowiec;Sosnowiec;œl¹skie;41-200;
-;Sosnowiec;Gottlieba Daimlera;1;Sosnowiec;Sosnowiec;œl¹skie;41-209;
+;Sosnowiec;Gottlieba Daimlera;;Sosnowiec;Sosnowiec;œl¹skie;;41-200
-;Sosnowiec;Jana Kiliñskiego;1-DK, 5-11(n), 6-14(p);Sosnowiec;Sosnowiec;œl¹skie;41-209;
-;Sosnowiec;Jana Kiliñskiego;20;Sosnowiec;Sosnowiec;œl¹skie;41-200;
+;Sosnowiec;Jana Kiliñskiego;;Sosnowiec;Sosnowiec;œl¹skie;;41-209
-;Sosnowiec;Jana Sobieskiego;1-3(n), 4-54(p), 21-49(n), 58a-64a(p);Sosnowiec;Sosnowiec;œl¹skie;41-209;
+;Sosnowiec;Jana Sobieskiego;1-3(n), 4-64(p), 21-49(n);Sosnowiec;Sosnowiec;œl¹skie;;41-209
+;Sosnowiec;Jana Sobieskiego;7;Sosnowiec;Sosnowiec;œl¹skie;;41-200
-;Sosnowiec;Jana Sobieskiego;7, 64a;Sosnowiec;Sosnowiec;œl¹skie;41-200;
-;Sosnowiec;Nowopogoñska;1;Sosnowiec;Sosnowiec;œl¹skie;41-200;
-;Sosnowiec;Nowopogoñska;1-57(n), 24-32(p);Sosnowiec;Sosnowiec;œl¹skie;41-205;
+;Sosnowiec;Nowopogoñska;;Sosnowiec;Sosnowiec;œl¹skie;;41-205
-;Sosnowiec;Stefana ¯eromskiego;1;Sosnowiec;Sosnowiec;œl¹skie;41-200;
-;Sosnowiec;Stefana ¯eromskiego;1-DK;Sosnowiec;Sosnowiec;œl¹skie;41-205;
+;Sosnowiec;Stefana ¯eromskiego;;Sosnowiec;Sosnowiec;œl¹skie;;41-205
+;Sosnowiec;Stoczniowców;;Sosnowiec;Sosnowiec;œl¹skie;;41-208
+;Szczecin;Akademicka;;Szczecin;Szczecin;zachodniopomorskie;;71-004
+;Szczecin;Bogatki;;Szczecin;Szczecin;zachodniopomorskie;;71-220
+;Szczecin;Goleniowska;51-76;Szczecin;Szczecin;zachodniopomorskie;;70-847
-;Szczecin;Goleniowska;51-76, 61-67(n);Szczecin;Szczecin;zachodniopomorskie;70-847;
-;Szczecin;Henryka Wieniawskiego;11-25;Szczecin;Szczecin;zachodniopomorskie;71-130;
+;Szczecin;Henryka Wieniawskiego;11-25, 19-21(n);Szczecin;Szczecin;zachodniopomorskie;;71-130
-;Szczecin;Horeszków;;Szczecin;Szczecin;zachodniopomorskie;71-215;
-;Szczecin;Janka Muzykanta;;Szczecin;Szczecin;zachodniopomorskie;71-212;
+;Szczecin;Kawalerzystów;;Szczecin;Szczecin;zachodniopomorskie;;71-884
+;Szczecin;Komuny Paryskiej;1-2;Szczecin;Szczecin;zachodniopomorskie;;71-674
-;Szczecin;Komuny Paryskiej;1-2/3;Szczecin;Szczecin;zachodniopomorskie;71-674;
-;Szczecin;Ksiêdza Robaka;;Szczecin;Szczecin;zachodniopomorskie;71-215;
-;Szczecin;Marsza³ka Józefa Pi³sudskiego;38-40;Szczecin;Szczecin;zachodniopomorskie;70-421;
+;Szczecin;Marsza³ka Józefa Pi³sudskiego;38-40-42;Szczecin;Szczecin;zachodniopomorskie;;70-421
+;Szczecin;Nad Stawami;;Szczecin;Szczecin;zachodniopomorskie;;70-892
+;Szczecin;Szantowa;;Szczecin;Szczecin;zachodniopomorskie;;70-781
+;Szczecin;Szklarki;;Szczecin;Szczecin;zachodniopomorskie;;71-018
+;Szczecin;Waleriana £ukasiñskiego;1-13(n);Szczecin;Szczecin;zachodniopomorskie;;71-254
-;Szczecin;Waleriana £ukasiñskiego;1-14;Szczecin;Szczecin;zachodniopomorskie;71-254;
-;Szczecin;Waleriana £ukasiñskiego;15-29, 31;Szczecin;Szczecin;zachodniopomorskie;71-207;
+;Szczecin;Waleriana £ukasiñskiego;15-31(n), 20a-29;Szczecin;Szczecin;zachodniopomorskie;;71-207
+;Szczecin;Waleriana £ukasiñskiego;30-120(p), 33-57(n);Szczecin;Szczecin;zachodniopomorskie;;71-215
-;Szczecin;Waleriana £ukasiñskiego;30-120(p), 33-57(n), 36-37a;Szczecin;Szczecin;zachodniopomorskie;71-215;
+;Szczecin;Wa³y Chrobrego;1/2-2, 3-5(n);Szczecin;Szczecin;zachodniopomorskie;;70-500
+;Szczecin;Wa³y Chrobrego;4;Szczecin;Szczecin;zachodniopomorskie;;70-502
-;Szczecin;Wa³y Chrobrego;;Szczecin;Szczecin;zachodniopomorskie;70-500;
+;Szczecin;Wies³awa Maniaka;;Szczecin;Szczecin;zachodniopomorskie;;71-253
+;Szczecin;Zefirowa;;Szczecin;Szczecin;zachodniopomorskie;;71-872
+;Œwiêtoch³owice;Adama Mickiewicza;1-9(n), 4-16(p);Œwiêtoch³owice;Œwiêtoch³owice;œl¹skie;;41-605
-;Œwiêtoch³owice;Adama Mickiewicza;1-9(n), 4-16(p), 22-24(p);Œwiêtoch³owice;Œwiêtoch³owice;œl¹skie;41-605;
#;Tarnawa;;1-DK;Zabór;zielonogórski;lubuskie;66-234;66-003
#;Tarnawa;;1-DK;Zabór;zielonogórski;lubuskie;66-003;66-234
+;Tarnowskie Góry;Druha Ignacego Sowy;;Tarnowskie Góry;tarnogórski;œl¹skie;;42-609
+;Trzebinia;;;Trzebinia;chrzanowski;ma³opolskie;;32-540
+;Tychy;Cedrowa;;Tychy;Tychy;œl¹skie;;43-100
+;Warszawa (Bemowo);Tarczowa;;Warszawa;Warszawa;mazowieckie;;01-327
-;Warszawa (Bia³o³êka);Julija Beneszicia;;Warszawa;Warszawa;mazowieckie;03-127;
-;Warszawa (Bia³o³êka);Karola Krejczego;;Warszawa;Warszawa;mazowieckie;03-127;
+;Warszawa (Bia³o³êka);Konfitury;;Warszawa;Warszawa;mazowieckie;;03-037
